N,MEAN_X,MEAN_Y,MEAN_Z,SIGMA_X,SIGMA_Y,SIGMA_Z,SIGMA_R,LAMBDA_1,LAMBDA_2,LAMBDA_3,EIGEN_1,EIGEN_2,EIGEN_3
669,119383.45452029792,12680.080999108539,88470.39851008396,12479.769657198492,9604.20834476781,22761.524957513167,20040.780733625565,3915307.3573003733,3899729.7290039267,494849.1922778327,[ 0.14912537 -0.98699497 -0.0600213 ],[-0.58791108 -0.13730635  0.79718726],[-0.79506112 -0.08359365 -0.60074114]
570,19836.02313653585,108125.13433824042,81220.86128883265,9909.856646234373,13222.258528544118,14192.16226287217,13700.521906097489,3297586.832447426,3287148.8920385703,397713.1148269338,[-0.96914482  0.23548347 -0.07284136],[-0.19755772 -0.5653333   0.8008553 ],[-0.14740854 -0.79053513 -0.59441142]
18,19720.178001862532,7238.9867093838075,56963.74546014918,2449.1560602976565,3138.501473524909,2963.0713498950827,2720.5091159125473,258224.09150093736,258071.73942343955,17537.265593608674,[-0.9341958  -0.11524895  0.33763277],[ 0.14811072 -0.98626156  0.07315288],[-0.32456343 -0.11834615 -0.93843101]
85,177905.9247096394,5597.34972542206,32787.45840357154,7141.733763784198,4176.824677460185,7208.57133955218,6959.24907038839,1671277.912209021,1670309.1552995762,77685.16742061476,[-0.00974398 -0.97603617  0.2173901 ],[-0.18340175  0.21545693  0.95913613],[-0.98298975 -0.03052392 -0.18110615]
154,101902.51729525006,191354.56755361255,14936.413880211852,5838.00342900965,7605.447783794843,6955.340268433823,7081.642214580867,2700140.0937823122,2698803.2071388196,117664.88861597859,[-0.63906844  0.39181754 -0.66186897],[-0.6098665   0.26621514  0.74645318],[-0.46867299 -0.88068639 -0.0688267 ]
157,117311.45686712678,21601.74776008501,35640.23340966244,10666.18008666881,15143.88873564743,7210.717201170573,9415.833154594022,1578180.0074241862,1566098.3560674898,217670.8663414747,[ 0.30300847 -0.07408091 -0.95010414],[ 0.13700631 -0.983231    0.12035809],[0.94308809 0.16663978 0.28777777]
99,115396.42084118052,160997.0530121854,69306.60391684702,17831.010102089094,4480.840298594062,6526.424127462564,11400.236324208829,2096523.706994408,2091687.1245472524,157079.5669349321,[-0.21882048 -0.24949412  0.94332936],[-0.80423594  0.59357429 -0.0295655 ],[-0.55255964 -0.76512891 -0.33053835]
2163,173242.77841753393,99631.4636454095,80321.32839725203,16596.200051755273,22347.372649062254,34304.370859849194,23390.32638593886,10186045.176084174,10116311.440550042,1742113.2536055483,[ 0.46436652 -0.88019357  0.09809695],[-0.37943682 -0.09764165  0.92005098],[0.80024461 0.46446246 0.37931936]
487,163735.79121431292,195121.2792521733,22631.978173064388,12890.810163584585,6168.9822847706855,18984.104250826284,10273.11787695247,5662973.14450079,5652363.155121742,474508.6092564931,[-0.76578439  0.62727325  0.14178341],[ 0.0518677  -0.1595083   0.98583307],[-0.64100235 -0.76228955 -0.08961375]
176,70024.10063641705,125260.49109905603,13838.626884204396,7268.325440177431,6752.572142694614,9229.169719356263,8774.493399749872,1920053.4413458053,1917119.0859150789,137924.74020944102,[-0.85834508  0.45440287  0.23824725],[ 0.16292712 -0.19891858  0.96637785],[-0.48651668 -0.86830261 -0.09670623]
317,87973.31413775253,171845.05495054513,35066.43870950076,10584.804869075604,12457.722887431439,7776.592101284014,13310.289335083715,3506050.698862671,3503780.434079359,218395.6582593419,[ 0.02539245 -0.21277249  0.97677177],[-0.89354866  0.43328742  0.11761297],[-0.44824773 -0.87577958 -0.17912034]
176,12446.986237872874,109273.81051635683,164743.26777408517,5696.537003604417,13071.635895171177,10181.173353967552,7288.436855623029,2637022.3496415396,2630796.2309620082,210153.53113168295,[-0.98941204 -0.07539984  0.1240108 ],[ 0.13113031 -0.83060966  0.54119537],[-0.06219852 -0.55172679 -0.8317024 ]
530,144561.36481636044,14389.256010540506,175604.56043131836,18070.27857992373,8038.6934258362235,12630.43715902755,14457.713550900535,5271267.2972395,5260949.658030072,422368.14732807165,[ 0.05548812 -0.99782162  0.03568031],[-0.77010517 -0.02002545  0.63760255],[-0.63549909 -0.06285695 -0.76953876]
363,59455.03516818823,179342.52502638157,167471.56993097064,13747.665628981027,12639.962109824697,12035.928391752046,10974.008522776892,4826880.973232686,4817280.083059499,364069.3474003216,[ 0.64672551 -0.62364664  0.43910247],[ 0.7255075   0.32536391 -0.60644637],[0.23534014 0.71077647 0.66288146]
855,107482.23554669978,126334.42314261293,51914.127001664616,22893.816224249866,10346.940283168364,11989.014228020227,13029.03470370765,5140454.433830032,5102470.011396872,721903.1490958465,[ 0.16637823 -0.49353124  0.85366574],[-0.76487704  0.48178307  0.42760751],[-0.62231937 -0.72409391 -0.2973325 ]
184,112451.49452401258,55281.78131634985,142814.2451383676,6559.523191635265,5751.845236785679,6479.683294269372,7349.780857651428,2580510.902074886,2580008.25902292,108606.66264069905,[-0.73579507 -0.18561453  0.65127019],[ 0.32881246 -0.93865501  0.10396695],[-0.59202026 -0.29064413 -0.7516901 ]
798,17877.870396558243,145408.41822784487,27347.07191400307,12107.401112165135,12171.476534794714,10075.73789805617,12363.367958552579,4240863.043783881,4231098.5888607595,440687.06753285934,[-0.466012   -0.10916522  0.87801809],[ 0.87671448 -0.19064754  0.44161663],[0.11918281 0.97556982 0.18455077]
141,87083.36956339802,26707.848555184108,184256.51992591599,3996.8850902861523,13124.92383067091,6497.713697967217,6567.956583757669,2446807.0169060263,2442476.0629085735,161773.40644634064,[-0.87407572 -0.20131475  0.44211312],[ 0.23842607 -0.97071658  0.0293655 ],[-0.42325483 -0.13107897 -0.89647848]
2708,116949.41076456783,113188.1538207409,125575.32220668314,22507.691058583372,31308.38881597847,38195.06363045045,28995.660586449605,11021230.480995616,10861567.659483295,2319762.9786376683,[-0.7892645   0.57616983  0.21234377],[-0.23665387 -0.604507    0.76063542],[-0.56661847 -0.55009056 -0.61346874]
16,98773.09483854815,69126.98428247162,64675.740825872796,2684.524839192269,1329.4500099039692,3305.152118997466,3244.870099925561,547485.611071229,547458.5028795485,12212.096670585128,[ 0.68791577 -0.59748211 -0.41205221],[-0.07450221 -0.6228607   0.77877723],[0.72195659 0.50503434 0.47298943]
1793,23890.94207796244,42258.42962476224,34934.931826334556,13392.315888413512,18108.584722946016,23824.17931236545,17181.02645903646,2836043.801760329,2671049.8599321335,1226355.0116828214,[-0.89788711  0.43175794  0.08592915],[-0.19764863 -0.56978543  0.79767135],[-0.39336212 -0.69923504 -0.59693936]
20,92463.61391920455,91058.51841371023,4198.624093659461,2063.6558208490683,4508.087117760127,2323.2764072508676,4028.0393180776528,581117.8406346939,581015.0726951577,16576.81752338208,[ 0.31759422 -0.36269555  0.87611977],[-0.62649583  0.61330378  0.48100046],[-0.7117843  -0.70164835 -0.03244552]
4,181004.80672225833,91930.44942409678,131533.14165670585,930.0107594051756,1667.6314071741908,3829.5389071183026,3138.5380910394574,483871.5727928836,483839.2818916786,5801.735885925973,[ 0.18733759 -0.90734281  0.37634246],[-0.63650356  0.1796841   0.75005123],[-0.74817634 -0.3800561  -0.54386535]
162,10686.003012050358,47554.272319181204,137064.63823243478,5837.42673450313,16913.169693469557,3810.2879872564645,6068.1296033780945,1864639.0078504102,1854773.851481057,218978.4556406055,[ 0.99731369 -0.02281917 -0.06960374],[ 0.00152696 -0.94355328  0.33121728],[0.07323294 0.33043381 0.94098376]
9,193735.53105582792,74150.07311138621,94833.71207935672,3643.760633946271,962.8368471706846,2815.3251252949262,3880.454862966769,684411.6086700762,684373.8022122924,7986.969725920182,[-0.28754117  0.94564823 -0.15188646],[-0.44254945  0.00945862  0.89669422],[0.84939394 0.32505378 0.41577636]
61,194085.28899246143,197589.4845379725,72390.89004554096,4880.098858756336,4904.125290151349,6836.843717281543,2973.6806663196753,2236805.7922192425,2236300.8916371306,72388.09821261269,[ 0.46722615 -0.67017135  0.57668889],[-0.56754868  0.27279349  0.77683474],[-0.67792936 -0.69025653 -0.25289862]
