N,MEAN_X,MEAN_Y,MEAN_Z,SIGMA_X,SIGMA_Y,SIGMA_Z,SIGMA_R,LAMBDA_1,LAMBDA_2,LAMBDA_3,EIGEN_1,EIGEN_2,EIGEN_3
46,175442.8144277121,200400.10570130448,110902.84257454234,5647.127894191556,2398.785207455102,8094.729747245362,6561.309615037397,1957856.5163505436,1957432.6490499203,53015.36868781063,[-0.79285381  0.50764527  0.33716333],[ 0.03879323 -0.51009568  0.85924239],[-0.6081759  -0.69433326 -0.38473811]
166,31904.58235318821,12344.941427516587,119174.45202549746,10254.87299926823,9640.079365764037,7776.107568183014,8607.652033472652,1609542.6491813613,1602300.4654787502,177860.2070747758,[ 0.65933738 -0.74538575 -0.09835801],[ 0.70610907  0.65883797 -0.25950436],[0.25823285 0.10164945 0.96072014]
972,107343.65874634818,124560.10016602189,54678.587424116246,22176.130012526755,11963.108366646378,12545.746030738077,12441.851954248685,5461551.419936588,5428023.72260608,788631.1101018057,[ 0.09058446 -0.46503221  0.8806472 ],[-0.77710883  0.52001022  0.35452959],[-0.62281323 -0.71647359 -0.31427579]
6352,125533.45893579008,125382.96532745344,111421.82969892187,48349.39358793403,37664.8375426298,46113.98539727653,23001.017173613494,17533730.44368136,17071679.442049224,5787500.420157544,[ 0.25832219 -0.77022028  0.58312122],[-0.7612016   0.20938736  0.61378258],[-0.59484601 -0.60242647 -0.53220351]
1730,22622.9777044547,41534.53290852369,34257.15155197691,13007.32950210623,17951.405946164326,25113.722745303072,17686.554082359147,2751974.57558273,2565823.0736943674,1235323.5100357556,[-0.9023421   0.42438494  0.07534026],[-0.20541949 -0.57709228  0.79042225],[-0.37892158 -0.69775492 -0.6079116 ]
416,163981.7507829855,194305.01602755516,14562.028746291808,14308.363707971734,7092.3753738972855,9639.591313634368,10951.527907357462,5205366.783158288,5201858.939993781,308107.7141426942,[-0.38036858  0.25439326  0.88915905],[-0.66298588  0.59530812 -0.45393608],[-0.64480188 -0.76216292 -0.05777736]
136,111800.96815158895,55547.08915747859,144172.01335551578,6274.734889147952,6474.157396909685,6716.021010722204,6951.477625579902,2227169.75640291,2226259.636671235,103144.96827296169,[-0.7928882   0.01494224  0.60918391],[ 0.16580203 -0.95669274  0.239267  ],[-0.58637701 -0.2907159  -0.75607293]
25,86373.77595063411,194577.0597474622,188966.1398434042,3333.177115118049,3006.569269977515,2596.8273613396295,3428.464588639959,1423496.308438257,1423400.0498919631,19451.936483969104,[ 0.24665265 -0.72926801  0.6382246 ],[-0.92038331  0.02990786  0.38987187],[-0.30340902 -0.6835742  -0.66382925]
94,9577.439223391006,150615.53258089357,125991.75530068447,4757.657912534879,5323.247213164185,6017.173973199435,4087.21316113142,1907708.5332052496,1907018.0333311183,81543.7232931497,[-0.97261359  0.18235518 -0.14411593],[-0.22727445 -0.61631337  0.75399214],[-0.04867379 -0.76609687 -0.64087943]
239,163349.49833906855,155106.3236361956,149616.89980813747,7820.958085870118,8390.153434231044,8479.657977018529,7727.282680763451,4184684.636825869,4183928.1416379805,186448.11654701608,[-0.03778666 -0.67290089  0.73876692],[-0.79616651  0.46704954  0.38468639],[-0.60389657 -0.57364546 -0.5533894 ]
400,191122.19893072706,48762.332483287755,17455.223058064596,9195.256911439154,11531.516359809342,8529.626109932718,9686.809853403061,3971803.412176116,3968248.408121369,279507.75190467,[-0.18405935  0.40043499  0.89764914],[-0.18656246  0.88241808 -0.4318944 ],[-0.96504746 -0.24696184 -0.08771116]
184,85028.11214287516,33003.66467973843,186933.68834916598,6920.459356468698,12857.929256443447,8377.508625074322,9149.397562017246,2829587.6902076737,2825301.272244063,190433.93052439915,[ 0.83221773  0.33914567 -0.43862725],[ 0.37494725 -0.92703053 -0.0053819 ],[0.4084461  0.15998317 0.89865298]
115,60550.37018454621,51221.71114934279,70725.65913157782,3776.987657436288,10458.360967085493,10153.571515855323,5741.365363126595,1149259.11912992,1142687.8798784309,151021.4917952572,[-0.81128862  0.46387584  0.35585106],[-0.13753986 -0.74301107  0.65499415],[-0.56823724 -0.48244559 -0.66659785]
41,186158.72114689255,53507.71335390903,137545.93567732378,8300.118505259687,4299.896153634663,3198.1475303847305,6055.313620656666,1522324.496113808,1521803.521714,49824.95412339282,[-0.30263623 -0.67557832  0.67231336],[-0.54205333  0.70220436  0.46161371],[-0.78395759 -0.22472866 -0.57871196]
113,68012.31829996729,124552.18704432229,10089.892663012382,7022.742184131469,6329.4942561976,4907.533443398808,8116.921158760393,1515873.8505113008,1515528.7485619464,73122.61614977852,[-0.66508555  0.30893621  0.67986736],[ 0.57298846 -0.37273037  0.72990157],[-0.47890023 -0.87500314 -0.0708807 ]
378,103534.25029977916,172011.31455103698,187900.14509278105,10610.975025329431,13657.096582320204,11859.473489924178,12774.26855773001,5358847.836620114,5354831.506250232,323945.4481950332,[-0.79093859 -0.16708523  0.58864137],[ 0.4824379  -0.76202697  0.43193584],[-0.3763905  -0.62561764 -0.68332479]
106,116273.70027884666,10450.307305635208,179858.27854971547,4532.186483546609,5233.6843793284315,7787.10291344872,7651.1687455105275,2209693.241774384,2209586.212147211,72743.06871330843,[ 0.79788979 -0.34335017 -0.49546195],[-0.263837   -0.93793456  0.2250973 ],[0.54199809 0.04888164 0.83895689]
24,47737.50775737283,7468.779970994005,84622.54312542762,2635.1426685695765,4067.1961853060557,3125.494133429902,2887.0621436155584,478010.4611799506,477793.9567611088,24602.13717507128,[-0.87054118  0.09774435  0.48229046],[-0.04800686 -0.99226872  0.11444703],[-0.48974829 -0.0764776  -0.86850319]
27,169508.47090844248,36132.34061199668,199876.75490536337,2864.1292371068657,3329.8940719438892,2934.1848317590593,2293.4960757020726,1374857.7102808435,1374805.1527937676,24708.297274263292,[ 0.64748723 -0.62491396 -0.43616835],[-0.41258258 -0.76866001  0.48881224],[0.64073076 0.13654422 0.75552616]
1375,106906.04876871889,23681.084006325458,79039.91950040095,18925.012509236305,16786.221420708076,24227.794799290066,20008.473894686445,5129977.670460703,5110077.554440655,1047010.4661715571,[ 0.36643331 -0.89908748 -0.23951688],[ 0.49270606  0.40586868 -0.76974759],[0.78928282 0.16404974 0.59170965]
141,198718.25409873977,41672.83602421247,158083.3707057011,5291.602294715795,12759.957892596798,9079.663120640162,9321.45611098546,3061337.0510279937,3058108.178763566,161674.08893842011,[-0.53520456 -0.3556917   0.76618503],[ 0.34343142 -0.92030325 -0.18734139],[-0.77175835 -0.16286605 -0.6147062 ]
491,13167.207856644272,46432.81239859473,154296.95372764952,8959.94243636046,14676.323489004744,14270.835445440478,13610.336645201785,3611369.5382976197,3600460.461881423,389236.33854522347,[-0.98387155  0.17609915  0.03139853],[-0.15910522 -0.94175377  0.29628595],[-0.08174539 -0.28651165 -0.95458303]
14,138882.01445393445,92558.47685170306,4815.365499261759,2802.532924486884,2458.651043672884,2567.721981030917,3130.2530310727548,624934.2355738473,624882.4009112911,12256.633905562967,[-0.49154347  0.71136539  0.50233884],[ 0.25791989 -0.43203733  0.8641881 ],[-0.83178263 -0.55434919 -0.02888984]
101,77549.02712659394,127401.31862009365,135756.1736077954,6321.485481496973,5744.399602415424,9508.881107246958,9809.749048075046,2030444.8945395742,2029721.9446418711,82530.99388466642,[-0.81837553 -0.10445237  0.56511167],[ 0.42697516 -0.76868534  0.47625104],[-0.38464751 -0.63104084 -0.67367184]
5,151360.95864722,115176.435752856,92922.75349746377,1826.143095501845,1641.4340885086106,1438.7924067165184,2433.758549767977,473382.28731266124,473374.28460648394,3298.748463686072,[ 0.28203295  0.35006435 -0.89325941],[-0.63968706  0.76250906  0.09685251],[0.715023   0.54409088 0.43898431]
2,64101.44225257544,32678.842602093442,201676.11636228772,477.95747794593626,415.64699126969754,889.7993147569796,758.4081177885382,302824.5383460208,302822.4983782426,1111.530674282517,[ 0.32530617  0.91165552 -0.2511177 ],[-0.89697546  0.38156449  0.22325673],[0.29935083 0.15261962 0.94185792]
921,19715.423494964158,145479.66938181422,29673.00548088023,13140.689436846727,12443.729410825426,12881.301912574792,12931.659783549603,4585792.392801419,4571945.693511117,547085.0935959048,[-0.62544181 -0.07587302  0.77657313],[ 0.76919532 -0.22704956  0.59731654],[0.13100038 0.97092316 0.20036746]
2,47786.193326966124,23954.153329329027,139789.50959456043,438.8976409520001,1649.2326786799076,176.7011789875396,569.1207702625397,211666.58947490607,211654.2118708061,2289.038506958502,[-0.93424097  0.21841522  0.28193724],[-0.15886982 -0.96263398  0.21930846],[-0.31930267 -0.16009563 -0.93403169]
563,97985.76928478491,183266.64802789575,30000.116683133383,14826.62438830777,13680.273832525183,16271.811603576869,17983.943170551145,5014222.894725043,5005271.6141314,451853.2525634273,[-0.88299674  0.4564581   0.10937439],[ 0.02996608 -0.17772353  0.98362411],[-0.4684216  -0.8718144  -0.14325104]
141,144582.61369429625,196915.03023962257,92370.20351835544,6821.271154852186,4711.163961827014,9465.834947437732,6376.953643762807,3103830.1698335498,3103241.5510820677,128602.41213550585,[-0.7640464   0.62885698 -0.14412495],[-0.33133506 -0.19079191  0.92402139],[-0.55357942 -0.75374886 -0.35413624]
5,6248.386787748542,169652.161511477,187062.8607364986,2772.629083517071,2595.542619205824,1317.1594038647856,1285.834317371638,564926.2103269349,564872.9164175042,8525.169012635622,[ 0.68947493 -0.54783582  0.47381455],[-0.72388567 -0.49880662  0.4766356 ],[-0.02477623 -0.67161586 -0.74048516]
2,152240.5429929658,135151.28257409844,108248.53719499029,52.2940380499349,84.28228577744449,729.8718314346115,327.79151723907853,326071.5886676805,326070.2542891936,932.8472788187606,[ 0.70858546 -0.69338877 -0.13083829],[-0.24884811 -0.41906732  0.87318795],[0.66028877 0.58616943 0.46949349]
