N,MEAN_X,MEAN_Y,MEAN_Z,SIGMA_X,SIGMA_Y,SIGMA_Z,SIGMA_R,LAMBDA_1,LAMBDA_2,LAMBDA_3,EIGEN_1,EIGEN_2,EIGEN_3
475,92844.5101994164,180111.24825719075,26780.38291481026,12633.0960411269,12895.86846613524,12351.238099776712,14753.002894690258,4476221.699962354,4469964.600783225,354782.81598980556,[ 0.77779985 -0.46409641  0.42384185],[-0.43342539  0.09229773  0.89645053],[0.45515912 0.88096291 0.12936201]
2444,89812.49562281914,150128.05979411348,88904.3655597546,32804.02680515234,23599.541060262785,39247.64883401383,30279.35896439268,10056372.847664878,9862425.284775548,2311744.2514321976,[ 0.41231713 -0.63981261  0.64856334],[-0.79363682  0.09732406  0.60055693],[-0.44736471 -0.76234366 -0.46765047]
106,150483.2020804364,196831.86701624613,167829.2043493511,11404.976408818005,4735.692736182203,9251.266748447315,7157.070053337134,3084066.960281501,3082981.4239176232,140748.71638794334,[-0.26736695 -0.49900979  0.82432042],[-0.82178755  0.56478923  0.07535483],[-0.50317009 -0.65726887 -0.561086  ]
1282,137594.85290280465,108759.91600035194,131672.59948491098,17685.08232279946,17822.084102351073,22504.039784528166,19907.373831279445,7920108.712703653,7909906.799936996,972224.4727039593,[-0.47524225 -0.37158228  0.79754085],[-0.61818188  0.78603216 -0.00214475],[-0.62609581 -0.49404458 -0.60326113]
712,96675.83322187522,79541.60892021938,159466.8670446554,21453.959276841626,18839.68177043666,8289.717432149868,19319.397327446593,5454873.837350039,5447263.660368756,600598.472406274,[ 0.39404434 -0.89455067  0.21096957],[ 0.78336079  0.20682998 -0.58614608],[0.48070254 0.39623284 0.7822561 ]
151,86978.71517150408,187856.08711678218,104244.99805079088,5301.355124570639,6329.570491244992,9015.576768721165,7288.831831512661,2851437.4827444223,2850273.9871730222,120366.7660732669,[-0.86608858  0.47945401 -0.14147233],[-0.33043964 -0.33674195  0.88171112],[-0.37510027 -0.810388   -0.45007897]
96,10117.828338368263,150062.84980162152,126032.27735717934,6166.8327032906345,4179.155546601398,4569.1717906533,3346.995515447128,1923869.2513378304,1923582.7859865315,79055.86547189433,[ 0.16238516 -0.6410002   0.75016652],[-0.98537786 -0.06559547  0.15725046],[-0.05159005 -0.76473262 -0.64227913]
486,162325.31514789085,193172.26815841594,12924.302789989024,13128.41045173881,7897.359036190389,8819.102879439622,10487.274107805235,5580437.970737198,5577520.1929630935,313852.3750590644,[-0.28121477  0.17301582  0.94391937],[-0.71224376  0.62157191 -0.3261245 ],[-0.64313846 -0.76401171 -0.05156577]
33,35594.67194713518,11414.624614208336,152689.8075946537,3697.917103314553,4392.205093674929,4189.601217109691,4147.831085494208,903819.4521845388,903484.6665820812,33405.195167086524,[-0.80198658 -0.5521036   0.2280332 ],[ 0.55276729 -0.83063553 -0.06702933],[-0.22641961 -0.07229267 -0.97134336]
115,197493.75070845164,180229.42983765286,156697.07929665054,4141.764255571201,8221.368070567225,11971.574717961787,8928.519886083588,3326513.144546329,3325510.1126936595,130538.39180790479,[ 0.52394054 -0.8080263   0.26940641],[-0.56568444 -0.09364002  0.8192879 ],[-0.63677895 -0.58165716 -0.5061497 ]
