N,MEAN_X,MEAN_Y,MEAN_Z,SIGMA_X,SIGMA_Y,SIGMA_Z,SIGMA_R,LAMBDA_1,LAMBDA_2,LAMBDA_3,EIGEN_1,EIGEN_2,EIGEN_3
155,167.6455184598919,153.18590919001727,140.06755636152417,7.487433918871579,6.302887013107559,6.989052005780942,7.04144047709261,3324.6595043715156,3323.4844253590154,121.59274943741622,[-0.62674469 -0.02628487  0.77878122],[ 0.46068276 -0.81856011  0.34311913],[-0.6284604  -0.57381918 -0.52513719]
293,54.677715069898404,41.78463720856462,101.77951571835727,8.74058047103651,8.378142177996759,10.347541601644831,8.867769432041545,2117.494873071839,2111.867937213212,224.40373284498818,[-0.03455036 -0.91740271  0.39645749],[-0.8963721   0.20387128  0.39364141],[-0.44195399 -0.34177298 -0.82937802]
485,99.25628945380656,130.5329176404038,168.55932677083212,9.140529006917346,9.520910631287958,7.397222454366111,9.861548147103639,5187.370792068926,5185.901366960468,251.93834325025114,[ 0.01608526 -0.79477449  0.60669167],[-0.90642672  0.24453366  0.34437464],[-0.42205671 -0.55546089 -0.71647144]
95,145.20950412550192,94.63414337638395,96.58773868535494,4.270106164516598,4.523260878585932,5.72554039268692,3.807159004658932,1935.2473373296148,1934.782951297744,73.68436696024203,[-0.59563666  0.79471122  0.11683771],[-0.33114171 -0.37546014  0.8656644 ],[-0.73182111 -0.47693161 -0.48679986]
5,196.16120814122814,80.20647706977162,170.174103033792,1.5481645866570453,1.7075591892276347,1.3489383357277633,1.3786222245106035,607.7695550970224,607.7635698142096,5.115861332144438,[-0.15922949  0.95107828 -0.26475665],[-0.67361286  0.09138766  0.73341258],[0.72172826 0.2951244  0.62610695]
360,31.68868528990115,13.644267869830669,109.33800018699095,13.644563281662965,7.455079475481437,12.260182664853726,12.222413850475014,2202.812585880642,2191.7702488079913,300.9069115884571,[ 0.11950677 -0.98900472  0.0871079 ],[-0.95362788 -0.0899331   0.2872384 ],[-0.27624625 -0.11739546 -0.9538901 ]
71,63.28736890002787,72.83513905920263,171.64892006519003,6.253523199341456,5.751462009067123,6.10934250284699,7.579820789129639,1661.198107635081,1660.7583604732217,60.861884394261565,[-0.64469454 -0.58855961  0.48781814],[-0.69342227  0.71885598 -0.04910839],[-0.32176778 -0.36992387 -0.87156286]
62,28.022974183306122,18.00816376610121,190.22317960288564,3.00925676799488,6.295931102614238,4.615085597296289,4.690105433478637,1521.8376324694034,1521.2597566212517,54.48488172119809,[-0.98847584  0.05739036  0.14007805],[-0.04343217 -0.99396374  0.10074587],[-0.14501435 -0.09350096 -0.98500173]
753,179.0033651108016,92.22422337381532,67.48905557539305,11.98444417150304,13.271183654072434,10.369994068191335,15.464490761253973,5849.559293936335,5848.98632634516,373.5659643907369,[-0.5049625   0.84392003  0.18114044],[-0.18914233 -0.31295076  0.9307454 ],[-0.84216272 -0.4357302  -0.31764939]
141,57.36715692254776,49.595696753253236,181.4650218335603,6.650158879717075,5.164352683466744,9.856411823224615,8.321987716693311,2339.532266745872,2338.3474076897114,118.09730513983757,[ 0.2278743 -0.9552026  0.188842 ],[-0.92929118 -0.15545614  0.33503923],[-0.2906737  -0.25183603 -0.92308581]
202,189.12922629967576,32.242646958544164,64.87662462166189,5.119940317629243,6.710073988184705,6.239733578351258,4.609076629009105,2880.9256936747515,2880.6600170323277,134.23957439915628,[-0.35752427  0.39488647  0.84631027],[ 0.00815925 -0.90485172  0.42564866],[-0.9338682  -0.15908498 -0.32028448]
16,167.77185495232288,166.155846144098,49.784601475983706,3.3321987118926337,2.19918535998517,2.387067872704471,3.0023020644301006,965.4012000040358,965.3855040106425,14.181524388128484,[ 0.56294499 -0.34322366 -0.75185801],[ 0.44685431 -0.63887698  0.62622475],[0.69527992 0.68850107 0.20628162]
113,74.91405492051734,135.15647592453345,75.70915363201043,8.696791562864375,5.67520267474294,5.415188338209179,6.734397930921535,1832.9582302139906,1831.1462509024345,101.55256488503471,[-0.44402285 -0.23772463  0.86390434],[-0.78276315  0.57211169 -0.24488786],[-0.43603389 -0.78496829 -0.44011275]
87,102.64305159599219,57.22818417752806,8.742156215590862,6.668928230781668,7.016293954475896,6.882113823584014,4.522967467147066,1102.8169942144289,1101.9246316935598,102.25157076496437,[-0.10983231  0.0469733   0.99283955],[-0.47794578  0.87332459 -0.09419128],[-0.87149567 -0.48486872 -0.07346856]
389,161.72670041471642,179.17262212891208,179.71641119796956,13.668123286284372,11.454209784672427,13.166069277475357,10.699201346304811,5948.755380415679,5941.569850263546,381.0134349043724,[-0.69950939  0.71032519 -0.07826072],[-0.47043488 -0.37527877  0.79865942],[-0.53793832 -0.59548634 -0.59667277]
330,93.87826447042671,87.51070513530776,83.79877604319002,12.360193781641541,15.141860017857844,6.324662322277111,8.51626504081093,2806.6121454723784,2791.4136618216135,339.40168193225924,[-0.38352563 -0.38931052  0.83746368],[ 0.69203155 -0.72162915 -0.01853929],[0.61155574 0.572441   0.54617843]
31,152.76797379985257,10.890955654597665,65.73534179933378,7.182822284985036,2.3824900712639,2.3597718354553283,6.808007788566102,928.9168333972813,928.8276509454753,22.635536368921546,[-0.15710181 -0.8484696   0.50538931],[-0.3670856   0.52524803  0.7676996 ],[-0.91682451 -0.06491414 -0.39397839]
1828,89.88010864087184,121.84671062438358,141.05702325416507,15.515425513665207,36.968687804354204,11.806778681861227,25.56419403439544,9006.081831980877,8938.044387930104,1394.9685511040436,[-0.89009123  0.16585642  0.42453415],[ 0.14329145 -0.78238294  0.60608951],[-0.43267211 -0.60030707 -0.67262639]
4,42.92671512668227,21.822615197947563,162.73069317486153,1.515419215640553,0.8952712030990245,2.773128521823991,2.3377685542399074,339.47259596112116,339.4480710073094,4.618757101200376,[-0.06656317 -0.98646697  0.14984082],[-0.96523216  0.10170637  0.24079597],[-0.25277704 -0.12860303 -0.95893953]
90,59.9538193041045,189.30539144401143,73.31539433188445,8.387454557179053,4.477354378977905,7.692740980987309,4.424011025020111,2010.483312450765,2009.5413411672841,108.29960196804436,[-0.54430297 -0.14769732  0.82578434],[-0.78959949  0.42265096 -0.44485819],[-0.28331418 -0.89417653 -0.3466719 ]
3,180.04666363645188,174.89392553206747,199.21748783465202,0.8467495970670116,0.084066377614382,0.18270153493199287,0.5814411042384596,555.0487341637382,555.0477007994426,1.1222898500539555,[-0.00845785 -0.74766503  0.66402219],[ 0.82719763 -0.37833713 -0.41545769],[0.56184743 0.54576371 0.62166666]
75,75.47729650834894,132.74042454907857,10.36228329862273,4.466990077576262,12.469547984824388,3.0240973244833813,10.057047913655314,1330.4460707096962,1328.5325797629307,78.96634192229506,[ 0.00751966 -0.08223748  0.99658439],[-0.87142328  0.48828763  0.04686844],[-0.49047417 -0.86879928 -0.0679919 ]
74,141.0148687728089,188.60172599566192,49.97618629194988,4.472926389743255,3.930725563984316,6.105313495196852,4.566084312710851,2072.0436403954664,2071.3885837088383,62.09326536596847,[-0.71701926  0.62034069 -0.31790061],[-0.37777551  0.03744739  0.92513964],[-0.58580631 -0.78343801 -0.20749902]
7,16.67776037357596,60.06131517735806,88.292320960936,1.344305163302095,2.030778895863743,1.7910796932399105,1.2587902324098499,286.04766298556007,285.9831884410095,7.273514036610814,[-0.95231827  0.30393039 -0.02676259],[-0.26316046 -0.77384173  0.57612112],[-0.15439071 -0.55569352 -0.81692608]
42,158.08942056115504,103.44216185757429,27.03711968523695,5.868475487687788,3.7333284646197464,3.915043189669276,5.086205918347531,1237.7936045895785,1237.417669188047,39.92492258501323,[ 0.21417585 -0.54029085  0.81376563],[-0.51743852  0.64384963  0.56366216],[-0.82848421 -0.5417965  -0.14167025]
11,177.3992587296958,62.32905345138872,67.85589367305822,3.1115764112643527,1.514880929768598,3.61682686580891,2.066173117016637,663.1831947768144,663.0442409421978,15.097347022670066,[ 0.28761094 -0.95009729  0.12081008],[-0.36004822  0.00962847  0.93288401],[-0.88749379 -0.3118051  -0.33931158]
80,110.23843076797068,10.973043530258122,45.09554140781733,9.834675742647512,6.788383141715721,4.238515079532895,9.628409263722352,1075.181890681648,1073.8883712231423,74.26233039607092,[-0.38630486  0.25146325  0.88743157],[-0.01443539 -0.96365023  0.2667768 ],[-0.92225819 -0.09024675 -0.37589274]
19,3.4176440502440273,27.66802286395797,12.34560283898511,2.077879083332646,2.8185968938186705,2.309804049723888,2.534876138471027,133.8429677735139,133.67663456844585,14.513221815398719,[-0.98884361  0.14177175 -0.0457066 ],[-0.09866803 -0.39352924  0.91400184],[-0.11159276 -0.90831465 -0.40312721]
57,42.55917165700171,18.702944172234655,3.140562485287609,11.953285815054613,9.52366777970391,2.33290479980397,13.62538581127654,370.27769122879147,367.3756647090798,51.63469271624582,[-0.08479024  0.02480295  0.99609007],[-0.41100208  0.90981036 -0.05764031],[-0.90768271 -0.41428242 -0.06694898]
404,113.74272229144142,41.214808376816706,170.77523898826877,13.343058506299782,12.335797674731372,11.675040482613731,10.449670155700126,4224.823435609969,4215.7131658952085,382.3293800647443,[-0.29533565 -0.8645472   0.40661407],[-0.78619991  0.46173914  0.41071482],[-0.54283197 -0.19838122 -0.81607496]
7,3.9662228878692085,181.8775964815074,123.9062621450811,1.3760074818752044,2.974183151394242,1.863440057657922,3.3777063083960037,582.43535169458,582.4258381159915,4.416529000854708,[ 0.43025162  0.50180657 -0.75038237],[-0.90252915  0.2557171  -0.34648217],[0.01801857 0.82631648 0.56291775]
10,17.216484393128855,53.30778505184871,76.01179272086898,1.5904138870141329,2.3989180253220432,1.8840694097631097,1.6050092281470305,298.77502123284796,298.65687226525336,9.624783634659819,[-0.86785226 -0.29245917  0.40162182],[ 0.46217125 -0.77184564  0.4366372 ],[-0.1822915  -0.56455464 -0.8050142 ]
24,115.64008639463229,87.83358403292762,33.742881844262115,1.9965772202783816,4.755755385349615,3.5151351518522476,3.530784776101182,730.8322032551047,730.7274875933974,25.24484401950525,[-0.11357168 -0.22272331  0.96824367],[-0.62119403  0.77648879  0.10575035],[-0.77538342 -0.58945694 -0.22654153]
184,168.55953601743676,127.00803050098162,84.39296679357425,8.078399014599373,4.447086027726215,7.098201794080403,8.49532344553686,3086.5588778670776,3086.15554528176,107.4633116507391,[ 0.40756083 -0.81516988  0.41157288],[-0.53269639  0.15384196  0.83220623],[-0.74170664 -0.55841804 -0.3715381 ]
207,132.69916478597057,10.647505483240236,130.97124444443193,7.88291484813384,6.398324182249996,12.790835985505884,10.605437404602844,2696.2952305491312,2691.927264524616,180.42024007043668,[ 0.3258768  -0.91024833 -0.25544527],[ 0.62472266  0.41012733 -0.66446758],[0.70959559 0.05695212 0.70230375]
106,187.0571160502643,12.474655436393691,117.06749343901504,4.7130418812023605,4.769130462666472,13.920380642429846,8.000262681588072,2280.644449210011,2277.5026337931245,136.45378068593996,[-0.00334651 -0.99377678  0.11133959],[-0.53394161  0.09591606  0.84006337],[-0.84551473 -0.05663756 -0.53093976]
23,2.169111578165924,91.5329077388483,67.81035933278874,1.6072125669435822,6.238024447619763,2.798576921707017,5.123424531045014,547.4051474323093,547.011622935099,23.048725048621588,[-0.98758746 -0.07767334  0.13652057],[ 0.15592857 -0.58942477  0.79263152],[-0.01890227 -0.8040804  -0.59422   ]
384,15.991703507877304,188.35335227229174,107.72954370404197,8.093039242192246,6.53717454777212,10.073990799783655,7.422781389036655,4270.152273037396,4268.879473248449,243.72533320634224,[-0.99684802  0.04958173  0.06193286],[ 0.02902898 -0.49855716  0.86637063],[-0.07383322 -0.8654377  -0.49554641]
21,164.9533806559674,80.55662075322687,21.630666002882975,3.8123557331270326,4.087710739799774,4.181368580258004,2.4221353618080066,847.4423657091086,847.3481723312814,29.96178555452336,[ 0.10858884 -0.45888853  0.88183319],[-0.43783047  0.77432808  0.45685939],[-0.89247574 -0.43570328 -0.11683199]
19,129.22659957127223,146.38515954312936,4.552690247368841,2.761846263175627,1.5026535873576408,1.9671244654596172,1.916057608359047,851.4796138084098,851.4519570754303,13.829732372152,[-0.1025863   0.05965952  0.99293343],[ 0.74274091 -0.6593915   0.11635626],[0.66167363 0.74942884 0.02333296]
3,48.1117860412403,47.06765256700396,153.30032729728404,0.667246717541646,0.25382649910126737,1.449821873229146,1.1443818521509168,290.00113306001737,289.99604929098797,1.973154569735675,[-0.44124922  0.88733135 -0.13394851],[-0.8501411  -0.36554341  0.37899621],[0.28733122 0.28110692 0.91565259]
111,181.41079944698566,167.95383123176575,158.75693492755394,8.80983838817138,7.081282115947113,3.9943042077993494,9.246923173889163,3097.517283381608,3097.474512226739,80.34766589581719,[ 0.66924384 -0.02151007 -0.74273145],[ 0.41297853 -0.82020408  0.3958712 ],[0.61770658 0.5716665  0.54003333]
81,44.289200880405375,88.53570313454178,185.33210523250597,7.49846689320124,5.656389073808649,4.689752802344151,5.273913797068382,1892.9579994314017,1892.0690688724903,81.42896514205471,[ 0.55412125 -0.79490851  0.24712367],[-0.80518335 -0.43647783  0.40145595],[-0.21125675 -0.42143513 -0.88190873]
2,93.77198379450951,70.76510395253324,189.56970144772924,0.6929370386752112,1.1927068814409552,0.7392149065688614,0.541236788299372,315.4045203838224,315.3976840492411,2.07662585075633,[ 0.85016013  0.1894526  -0.49125907],[ 0.31690983 -0.92921185  0.19008811],[0.42047106 0.31729016 0.85001826]
269,15.71509254650753,25.48648817738509,143.33042770698862,7.457419205485347,11.015288819653792,7.140183134612017,6.379636799120126,2410.955014511459,2406.9135291454204,226.901082070812,[-0.98898944  0.12031953  0.08615739],[-0.10288915 -0.97751552  0.18405769],[-0.10636592 -0.17316645 -0.9791321 ]
468,114.50184223200556,141.24189014868892,90.72074327955924,9.954797574796894,13.026708850557046,11.678714202312841,8.37656542646138,4411.874044639466,4405.035677293201,397.373639208888,[ 0.74055277 -0.18537512 -0.64592388],[ 0.36649803 -0.694248    0.61943434],[0.56325908 0.69545365 0.44618766]
88,179.41641128412385,124.19368475847604,119.20737651577801,5.21061632424505,5.203143035677551,9.903879129978165,4.421338869499991,2335.005129760739,2333.248816313881,107.97242217505863,[-0.63964275  0.74586122  0.18587144],[-0.26490301 -0.44089005  0.85757936],[-0.72158406 -0.49930651 -0.479593  ]
29,54.03896295835143,4.3306121855020665,57.291549141420106,5.4536464536094815,1.9735324545322526,3.3545430945185295,5.095192639320225,426.16500982003544,425.7605638307207,23.441379267382793,[ 0.15401587 -0.98550349 -0.07114764],[-0.71087105 -0.1605314   0.68475691],[-0.68625175 -0.05488663 -0.72529028]
21,41.9122819160515,4.907869869089754,153.87238837455465,3.2039133218163287,2.3306085343968896,3.7230009832855577,3.717371776412847,731.5481997105389,731.4073195330786,18.28650867739769,[ 0.50054436 -0.85881483 -0.10905241],[-0.82490007 -0.51136947  0.24091729],[-0.26266941 -0.03063245 -0.96439952]
484,106.96845781954357,108.79785747503985,187.31693956343832,14.900736189465736,13.804425430128797,6.601297334355712,11.80694794908964,5330.905231360423,5326.283827327143,390.95373144357956,[ 0.50865196 -0.83805223  0.19733635],[-0.73778317 -0.30612752  0.60163273],[-0.44378956 -0.45161311 -0.77401319]
273,50.98401508297957,100.00515410062019,125.96220664104153,6.652070710017979,13.500628846441842,8.505839627097558,12.189173473813787,2800.6687506631665,2796.598436078751,203.44094805307333,[ 0.79766198  0.27170291 -0.53843559],[ 0.52271095 -0.75679221  0.39247778],[0.30084651 0.59451078 0.74568647]
4,55.21100242668662,73.11337099521978,51.38592348679403,0.5532922704344163,0.3260832453180587,0.7238074974337779,0.761148450603625,210.09707089955637,210.09509310555964,1.1945921371108963,[ 0.70687734 -0.67725385  0.20408736],[-0.4733587  -0.23853549  0.84795776],[0.52560058 0.69600865 0.48919933]
14,165.12958958191416,32.84168474878134,29.262095974774667,2.0287671478528675,4.216593086203991,3.017810755980604,2.2177055024817824,639.7358593454784,639.4661666789235,19.044920105826662,[-0.25391378  0.60235801  0.75676457],[ 0.04252789 -0.77469705  0.63090083],[-0.96629145 -0.19237801 -0.17108924]
18,194.44991623633135,138.18522570162435,5.5677034589447505,2.769630963420828,2.5245034743225236,2.2141319713530185,3.2952526113910228,1012.4964667874981,1012.4804675465551,12.066766682091787,[ 0.54879179 -0.78394057  0.29028391],[-0.18643348  0.22372668  0.95665508],[0.81490498 0.57912309 0.02337341]
138,129.3992477705964,47.80976197407273,27.57524557644605,5.7379968685235445,10.390483606182016,5.079001206402872,7.590107296330967,1658.6863608544916,1655.9214470397405,121.73779300434845,[-0.13002367 -0.20728517  0.96960131],[-0.37216692  0.91660347  0.14604745],[-0.9190134  -0.34186391 -0.19632483]
5,178.56158520003382,19.00941825744251,73.10382327033463,2.666354384402569,1.0464444270977258,1.1841159546245965,2.819153573993558,433.58266172867604,433.5798540531774,2.8841833542084294,[ 0.33356083  0.30157313 -0.89319137],[ 0.20128146 -0.94838837 -0.24504137],[0.9209902  0.09804666 0.37704629]
5,4.53076586209288,99.86901986883262,30.445024264337594,1.2958453784247237,1.7655712680365634,0.8848064325622371,1.885185450185784,233.739007631995,233.7185406994678,3.1619856689154577,[ 0.28325025 -0.29139823  0.91370475],[-0.95807165 -0.04304033  0.28327768],[-0.04322046 -0.95563309 -0.29137157]
32,63.97766251191504,162.99836078519317,38.55503470136323,2.9935451133591666,4.874918116032386,3.6336136876542477,4.4187975749097905,1014.8698787583935,1014.6957530372835,29.144125133050476,[ 0.65941087 -0.40792104  0.63148851],[-0.66182679  0.0834513   0.74499744],[-0.35659866 -0.90919542 -0.21494438]
