N,MEAN_X,MEAN_Y,MEAN_Z,SIGMA_X,SIGMA_Y,SIGMA_Z,SIGMA_R,LAMBDA_1,LAMBDA_2,LAMBDA_3,EIGEN_1,EIGEN_2,EIGEN_3
61,-278.279149105667,-108.65993848333969,104.84263001799533,14.597870794290332,11.268379891990646,20.176562321527193,9.251808794530408,2480.3499178873794,2475.443901362717,200.65403421080492,[-0.25531796  0.92510602  0.28105443],[ 0.40217615 -0.16273044  0.90098454],[ 0.87924234  0.34307092 -0.33050757]
23,-354.4795736935654,-37.58728152008916,10.850986848594365,6.762431300702971,8.877909297212241,6.81617347631819,6.727491740510621,1711.2356884554235,1710.9128460042855,53.72658603998123,[ 0.07323379 -0.43265883  0.89857841],[-0.08167513  0.89536943  0.43777022],[-0.99396478 -0.10545108  0.03023383]
207,-286.2341913852552,226.99068423099928,280.03883512134234,28.034111778051656,17.742004234727432,15.029854950515686,19.559625491654952,6638.308639734872,6633.747384128026,438.5718543112964,[-0.44895571 -0.86113867  0.23849313],[ 0.640512   -0.12404052  0.75786432],[-0.62304345  0.49300522  0.60725835]
156,-238.83056134400996,159.22031584916226,31.93705716551797,21.709291270234733,39.7476120537731,20.117448395960615,29.726166317169145,3656.0519879161243,3630.9397935159996,489.9631369683629,[-0.10074358 -0.34156217  0.93444423],[0.55938317 0.75726461 0.33710648],[-0.82276436  0.55667369  0.11477458]
2,-276.66963562545516,-172.84223262380078,184.72009867282063,1.8112165132439486,1.777153941629578,0.5154806259392615,2.4100246417791595,530.1862767195406,530.1845863509275,1.3388120200920195,[ 0.67391754 -0.54084397  0.50331199],[0.034428   0.70349941 0.70986146],[ 0.73800398  0.46106006 -0.49272077]
41,-314.72730676236154,-319.5276112428145,59.272121592613864,8.233429978565063,20.44235636427637,6.920356524760018,15.9267750477799,2900.30282997841,2898.787823693429,107.25046360950718,[ 0.35477523 -0.17926889  0.91760405],[-0.62523157  0.68421815  0.37540778],[-0.69514029 -0.70690041  0.13065909]
27,-335.2896621894855,245.21965775606128,59.956728937968,12.998290325691686,16.878921591662397,16.570513559174564,17.624281629576902,2185.1301847435316,2182.932108573877,106.1506635109113,[0.59672856 0.73988044 0.31063155],[-0.07710126 -0.33245084  0.93996374],[-0.79873051  0.58485329  0.1413372 ]
14,-138.26570517874956,-100.13117358491026,156.48564465040337,5.098439927471375,9.507992474759305,4.375435865374515,5.077017210077509,867.4459245931596,866.8760357033465,39.220338641037166,[-0.7693297   0.07020942 -0.63498225],[-0.2272934   0.89882608  0.37476578],[-0.59705069 -0.43264571  0.67553546]
328,-384.02320239931,92.9151347316102,165.89663416498686,25.037760677444957,31.02622816085711,38.635847817534895,27.474671959743535,7818.262953470647,7783.505238326749,879.8942003362499,[ 0.03087967 -0.83841164  0.54416209],[0.44478919 0.49907243 0.74369972],[-0.8951028   0.21907222  0.38832762]
26,-416.15557913558007,-33.32707443217836,245.43756754936706,5.795551322072179,17.913581157006654,10.15116863718093,3.8978163171374964,2471.4554948287064,2469.8270086527414,107.30047519417924,[-0.48856459  0.40344033 -0.77365402],[0.15130806 0.91242191 0.38025271],[-0.85930816 -0.06871792  0.50682082]
312,-332.16513786904744,-49.56048513974719,219.14689290134274,21.633795447434352,35.60981393715223,37.11272621267017,21.48727409182036,7143.373794811012,7101.771852521479,910.2559526823188,[ 0.45678943 -0.71475291  0.52959578],[0.32602083 0.68842271 0.64790785],[ 0.82767979  0.1232982  -0.54748856]
