N,MEAN_X,MEAN_Y,MEAN_Z,SIGMA_X,SIGMA_Y,SIGMA_Z,SIGMA_R,LAMBDA_1,LAMBDA_2,LAMBDA_3,EIGEN_1,EIGEN_2,EIGEN_3
17,-192.21059152637088,9.750859740548227,167.65013837274117,8.299267572501499,7.673613008560218,8.041402109936664,5.56845337190684,1053.7590913202635,1052.7809296715698,52.627132040031604,[ 0.35083948 -0.82135749  0.44975941],[0.5565263  0.56914983 0.60526601],[-0.75312026  0.03795173  0.65678728]
309,-331.02712572535285,-47.177350219077226,213.5421578552572,17.617162175900713,32.90108521416014,30.16631295004492,21.235184873285206,7017.056018382497,6992.628565453448,750.6462722723886,[ 0.50393578 -0.5628105   0.6552046 ],[0.22602386 0.81805944 0.52885913],[ 0.83364377  0.11841917 -0.53945802]
56,-343.32758550044576,-201.86515211200395,80.99911001252387,16.108078080822132,11.298265037332811,10.985117930274255,13.153394214296554,3045.31391871751,3043.8183796491608,136.89073060571994,[ 0.26075575 -0.05621682  0.96376662],[-0.46685923  0.86646698  0.17685428],[-0.84501414 -0.49605912  0.19969091]
13,-79.47347882037795,64.46767587659133,39.10356814660186,4.447907530336086,7.124134268460779,5.5452160408233215,3.9656154565097084,396.3503355547752,395.5276098417162,33.60177985234083,[ 0.06168033 -0.4616626   0.88490857],[0.68672526 0.66301254 0.29803153],[-0.72429549  0.58930638  0.3579302 ]
11,-316.87161498105075,173.22598525998833,90.68817646667777,6.863989510750678,7.0194466546948995,3.489822252291346,4.117661170242092,1235.3715397845785,1235.03318581436,31.64184864007826,[ 0.14445317 -0.23863185  0.96030626],[0.50478005 0.85248248 0.13590706],[-0.85107602  0.46511124  0.24360039]
350,-208.19765288255243,-180.21580410634397,267.1529386383199,49.16721241671997,45.37337432904609,59.08222910844558,84.97285682829165,7364.470140758436,7355.764777658415,519.9955658756666,[-0.72068213 -0.16416278 -0.6735487 ],[-0.43077516  0.86727275  0.24954106],[-0.54318508 -0.46998783  0.69574522]
57,-352.5760478637771,43.982610510577075,143.10703612090347,12.907022801406125,12.681476645870406,10.393565852270573,12.051591571991677,2895.273095435923,2894.293285062932,128.96416519089522,[0.37611324 0.51799206 0.76825976],[ 0.10537693 -0.84767362  0.51994724],[-0.92056207  0.11460219  0.37340568]
165,-200.48528221957227,-110.54277619548513,130.0375307550628,24.285392925977416,26.79395866575173,18.893003956799383,20.067285745227455,3418.3561199642554,3397.8874600883923,442.0322287413747,[0.46919321 0.17178773 0.86622555],[-0.44611777  0.8926387   0.06461487],[ 0.76212641  0.41675547 -0.49545758]
124,-293.1195059450087,178.57329566952342,213.6584511441539,22.801707703268804,20.742527397030592,13.673567571222375,24.529846084191746,4515.193935772227,4512.948820263802,256.44082100664576,[-0.48331742 -0.8727938   0.06808269],[ 0.49021727 -0.20538725  0.84705555],[-0.72532151  0.44277201  0.52712583]
3,-380.70732359603227,-261.00897859426783,86.84582062344437,3.495486701673749,1.116986379140875,3.095274474770362,2.955777442826437,813.5623932821802,813.5400566323649,6.54122225277572,[ 0.52348291 -0.8290178  -0.1967108 ],[ 0.26256822 -0.06267429  0.96287583],[ 0.81056991  0.55569904 -0.18486481]
