N,MEAN_X,MEAN_Y,MEAN_Z,SIGMA_X,SIGMA_Y,SIGMA_Z,SIGMA_R,LAMBDA_1,LAMBDA_2,LAMBDA_3,EIGEN_1,EIGEN_2,EIGEN_3
50,-232.44499307624992,118.43079530776781,14.778612045240486,16.147934616631776,17.32329209078151,10.855853040381204,17.086054242794823,1855.9086755671187,1852.3661702146246,140.37907176745975,[0.24180475 0.36126509 0.90056538],[-0.38783941 -0.81476146  0.43098069],[ 0.88944424 -0.45348793 -0.05690035]
14,-262.7410812899001,39.43707621824368,202.3354103604916,5.966456550328108,9.090740344827962,8.22822468725109,6.27951160079381,1250.2552492512407,1250.11795416588,45.289047745308366,[0.61582365 0.21926409 0.75675921],[ 0.04353165 -0.96849751  0.24518883],[-0.78668052  0.1180501   0.6059686 ]
229,-283.930209200057,227.03076612898064,281.0867170589152,29.507150208243203,16.418835893099054,17.74558582547138,18.597374119738333,6973.654170565288,6964.188377697117,500.12547396583494,[-0.43968464 -0.86217016  0.25167447],[ 0.65066087 -0.1126052   0.75097304],[-0.61912669  0.49394604  0.61049116]
174,-257.76733866356386,-210.6176753219769,321.8748762398989,16.978253634309095,27.331897839633505,18.378260193571204,17.636334686438957,6125.197428430584,6114.597594694307,430.3438016500986,[-0.74243862 -0.10330829 -0.66190051],[-0.37280903  0.88462244  0.28010099],[-0.55659529 -0.45472029  0.69529213]
117,-228.862777606773,-150.7691237452738,290.0965030083482,18.715609117005897,14.477076459368726,21.679051026119428,19.405105988607836,4327.30296941541,4325.277617502,274.8232643234085,[-0.75574602 -0.09926392 -0.64729794],[-0.31576477  0.92118424  0.22740319],[-0.57370773 -0.37625294  0.72752537]
49,-433.9097419425527,-129.4957735264748,109.89615654254969,11.362659500377736,15.854722114465066,14.224891440244527,11.75107701239449,3265.5364459004945,3263.397616008214,147.56538562908682,[-0.36379534  0.7502122  -0.55211829],[0.02273919 0.59970907 0.79989497],[-0.93120131 -0.27844334  0.23523058]
22,-254.2820042582521,150.7205629653273,226.58626144199732,6.9303579254379155,10.13826052893801,12.715969258078456,12.805137493687997,1748.5699756983981,1748.307240889834,56.91308714546574,[ 0.25220928 -0.65122229  0.71575136],[0.68616395 0.64190601 0.34225095],[-0.68232654  0.40480391  0.60873991]
24,-416.9559805790921,-25.65371982102467,247.23607087235118,6.685142595121868,20.495469597081325,9.446300836271174,3.510059742586315,2380.632694231007,2378.388242518136,113.93200908134591,[-0.48414629  0.40765032 -0.77422451],[0.1666121  0.91160192 0.37579562],[-0.85897775 -0.05294488  0.50926816]
159,-130.73634833080916,107.27449220571707,159.1289377611807,20.505064463319236,19.487674472839537,21.92065564446568,30.7349662017241,2959.473439530908,2956.5664329427573,233.77195024293493,[ 0.58635531  0.80749556 -0.06433018],[ 0.58231842 -0.3649731   0.72642955],[-0.56310985  0.46340648  0.68422345]
420,-327.26058728164946,-211.94969916755662,158.49173164899105,28.190655699851938,49.893557708311185,20.313170655470376,27.277706086151266,8707.925360585265,8651.29003967869,1109.7555747415815,[0.27562459 0.26544187 0.92388944],[ 0.56786406 -0.82044702  0.06631063],[ 0.77560395  0.50636677 -0.37687027]
325,-332.51168199558106,-44.03019105943162,217.92028060590584,18.79815893994281,29.626756444096475,29.32165514798258,18.878057117054123,7252.102838112836,7225.255755086367,745.9917662973801,[ 0.46905497 -0.66469275  0.58152471],[0.29920088 0.73911187 0.60348362],[ 0.830943    0.10907429 -0.54556075]
26,-382.87058594499825,85.30077653624758,73.73466506314108,8.63591470563409,6.457878612901206,4.43827539042912,8.879427330026136,2035.8871982959993,2035.8045127607425,38.54351285052323,[-0.12689998  0.25787503 -0.95780837],[0.25239651 0.94222632 0.2202398 ],[ 0.95926659 -0.21379906 -0.18465526]
8,-360.6883968012211,199.8643127995095,205.47323350653727,3.1624659026278916,5.609348181570265,6.070409573080028,3.1314227184232317,1303.3232957131047,1303.1615413787854,23.435921370261077,[0.61761242 0.45524197 0.64133427],[-0.07513703 -0.77756297  0.62429981],[-0.78288525  0.43376327  0.44602702]
106,-181.9749498523021,47.98858513311677,74.32033701098653,22.204311709630232,23.7081684300476,15.10012415611071,26.643292598911877,2112.5877504661066,2105.2725534168558,237.44021915220392,[0.42291752 0.24061647 0.87363865],[-0.12539273 -0.93928764  0.31939848],[-0.89745052  0.24462715  0.36706965]
74,-128.73272974398458,-119.69517559839642,34.63517416004286,16.359434719289794,6.696743956339595,13.25819860522089,13.057704692879911,1549.7646868614036,1548.4816486438795,152.629283730189,[-0.45930288  0.66815844  0.58532484],[-0.51925768  0.33267186 -0.78721083],[-0.72070266 -0.66550262  0.19414926]
3,-260.43687805392733,48.873685169063,119.80916275885845,4.395675923836247,1.104744695154216,0.9471379051556342,4.500649709027184,503.760712863004,503.75757702759887,1.8774853073950095,[0.26779643 0.94302999 0.1974323 ],[ 0.3552836  -0.28713079  0.88956701],[ 0.89557726 -0.16807841 -0.41193569]
33,-172.9494946133168,105.54537497808852,47.352757960716154,7.633696801834144,10.765451355753914,16.480842414759767,7.716552052320444,1200.1894276088017,1197.3647265966374,112.53902721275895,[-0.48035472 -0.86080683  0.16813965],[0.28109823 0.03049666 0.95919432],[ 0.83080872 -0.50801728 -0.22732206]
