#x y z mass
#[Mpc/h] [Mpc/h] [Mpc/h] [Msun/h]
27.8327 73.9225 100.7866 0.2091E+14
141.9527 60.0049 143.4513 0.2091E+14
46.5871 171.1274 23.7222 0.2090E+14
43.9529 112.0621 197.8117 0.2088E+14
34.8420 170.8278 181.9963 0.2088E+14
92.4104 26.4012 96.4539 0.2086E+14
151.4029 24.9779 152.8374 0.2085E+14
199.6488 161.1809 2.4374 0.2084E+14
160.8814 125.5757 191.7441 0.2084E+14
103.0711 58.1867 196.2923 0.2084E+14
103.2519 73.5041 171.4376 0.2082E+14
57.5601 88.7964 40.8398 0.2082E+14
29.8057 195.9036 11.1007 0.2080E+14
134.2309 98.6322 193.7320 0.2080E+14
54.3820 9.3384 160.3776 0.2080E+14
58.4833 11.1282 13.4358 0.2079E+14
26.9645 137.2050 178.9209 0.2077E+14
55.0671 117.2720 196.6598 0.2076E+14
177.3458 0.8692 49.0885 0.2075E+14
134.9953 84.3752 126.9877 0.2072E+14
114.0016 25.3854 153.0164 0.2072E+14
171.5895 145.8608 160.6154 0.2071E+14
188.1475 135.6280 57.8079 0.2069E+14
157.7239 54.1159 182.5215 0.2068E+14
192.9847 145.0939 112.1442 0.2067E+14
156.8148 190.1693 78.4540 0.2066E+14
153.4283 23.2034 41.0443 0.2063E+14
18.1769 173.9873 94.9676 0.2061E+14
60.8975 22.2467 72.0981 0.2059E+14
124.1850 38.8405 51.5911 0.2058E+14
186.0841 185.1218 64.0633 0.2058E+14
115.9115 37.5759 39.9177 0.2058E+14
144.3697 62.4117 93.7334 0.2056E+14
61.5572 182.9203 19.2549 0.2055E+14
35.7525 177.8313 114.2010 0.2054E+14
156.9503 87.9076 43.7897 0.2052E+14
130.9837 56.4804 61.7195 0.2050E+14
158.5432 92.2529 77.1960 0.2049E+14
139.8200 150.1404 105.2404 0.2049E+14
118.4236 198.5847 11.7032 0.2048E+14
112.5001 71.9096 129.7317 0.2047E+14
70.5392 109.1624 64.7408 0.2047E+14
45.9763 177.7737 150.0048 0.2046E+14
161.9302 23.9162 50.1639 0.2044E+14
144.4806 15.9616 54.8778 0.2044E+14
117.3212 136.8303 13.8393 0.2043E+14
13.9313 135.7671 137.8270 0.2042E+14
170.3607 168.5834 114.7736 0.2042E+14
153.0038 111.0422 20.1719 0.2042E+14
193.0759 62.0443 163.5011 0.2040E+14
40.6250 118.7593 43.5847 0.2039E+14
22.1434 144.4035 134.5715 0.2039E+14
25.5632 83.9957 168.0842 0.2038E+14
145.3992 151.1672 145.0337 0.2036E+14
89.9878 7.6556 4.0771 0.2035E+14
67.3726 13.9173 35.1243 0.2034E+14
13.1102 95.4542 134.5082 0.2033E+14
153.9614 119.6124 162.3381 0.2032E+14
78.2866 93.3245 197.8549 0.2032E+14
185.6060 198.8008 38.7132 0.2032E+14
138.1862 142.9714 54.0564 0.2030E+14
104.2523 61.1293 62.1358 0.2029E+14
62.9270 117.3311 183.0399 0.2029E+14
101.1666 34.9125 83.2198 0.2028E+14
15.9289 131.3102 59.8918 0.2026E+14
108.1493 79.1804 114.6939 0.2025E+14
189.6294 67.2070 32.8701 0.2023E+14
181.4331 178.1464 92.5592 0.2023E+14
121.2738 131.6038 123.2375 0.2023E+14
21.0061 21.9229 38.6341 0.2022E+14
27.2369 30.5786 23.0546 0.2021E+14
73.2737 143.6450 112.1746 0.2019E+14
150.0788 150.2007 39.5950 0.2017E+14
182.3847 69.4204 31.9546 0.2017E+14
148.7674 133.8100 55.8871 0.2017E+14
39.0046 100.3603 21.8363 0.2017E+14
150.6804 70.7163 82.0966 0.2013E+14
113.9665 4.0535 79.0440 0.2013E+14
96.2610 116.8165 7.8045 0.2011E+14
89.5086 175.6217 194.4497 0.2010E+14
194.7361 16.3814 37.7718 0.2009E+14
126.4277 175.3779 6.9335 0.2009E+14
150.7571 101.9291 192.4185 0.2008E+14
98.7895 157.7696 189.4905 0.2008E+14
16.8315 46.0660 8.8179 0.2008E+14
105.7660 26.3649 85.2903 0.2006E+14
105.9723 56.3065 62.7684 0.2006E+14
193.9514 100.5579 177.4564 0.2004E+14
14.4535 74.0988 17.7822 0.2003E+14
77.8778 44.7450 89.4112 0.2003E+14
158.1066 83.3973 60.6385 0.2000E+14
18.9038 18.9891 39.5139 0.1998E+14
9.8923 198.6754 59.2399 0.1997E+14
1.4022 22.2961 24.8442 0.1997E+14
66.5363 194.6986 45.8388 0.1996E+14
183.8387 145.4432 24.4236 0.1996E+14
162.0426 143.0712 34.2982 0.1996E+14
163.7360 15.8136 158.9095 0.1995E+14
165.2874 151.3822 67.9352 0.1995E+14
137.8740 27.6199 144.8774 0.1994E+14
63.7816 32.1429 37.6805 0.1993E+14
182.4772 180.2952 118.0272 0.1990E+14
63.4875 113.9862 42.6244 0.1989E+14
98.1388 193.4660 184.5262 0.1989E+14
4.7811 70.1502 78.4434 0.1986E+14
189.5602 100.1679 139.9044 0.1986E+14
156.9434 5.9232 100.6372 0.1985E+14
106.5174 12.7666 6.7646 0.1982E+14
70.9320 150.7275 117.4480 0.1981E+14
60.4895 148.7394 139.5203 0.1978E+14
190.3180 11.1418 67.3233 0.1975E+14
128.3425 53.3060 157.0748 0.1974E+14
24.0133 172.0702 30.9912 0.1973E+14
43.7441 33.8295 30.4917 0.1972E+14
94.2092 83.3768 57.3243 0.1972E+14
177.4057 110.8559 194.7175 0.1971E+14
107.9598 100.6495 8.6937 0.1971E+14
105.7161 184.6040 32.9097 0.1970E+14
126.4216 83.4269 103.8281 0.1969E+14
94.4602 121.0679 51.1044 0.1968E+14
29.2842 89.3039 107.3721 0.1968E+14
39.3063 193.7978 102.9115 0.1967E+14
150.2111 129.2866 122.7550 0.1966E+14
23.1285 76.2748 103.3021 0.1964E+14
98.8876 160.4857 178.5517 0.1963E+14
5.6047 117.6242 31.2300 0.1961E+14
127.2289 86.1162 97.3755 0.1961E+14
114.5835 1.1346 74.1180 0.1959E+14
137.8720 163.9417 165.4558 0.1959E+14
45.2429 175.4820 162.8453 0.1958E+14
149.4041 197.1469 141.0039 0.1958E+14
174.7698 63.8794 12.6452 0.1958E+14
161.1122 159.3686 76.5617 0.1958E+14
15.5798 54.0236 160.6658 0.1956E+14
194.9092 59.2911 15.0430 0.1954E+14
193.8428 67.5200 0.0812 0.1953E+14
174.8126 64.6844 43.4327 0.1953E+14
44.9579 137.4299 40.2961 0.1952E+14
12.9184 33.7547 125.9029 0.1951E+14
139.4922 1.3120 3.4367 0.1949E+14
140.8563 21.4993 153.4073 0.1949E+14
127.5426 77.1983 182.5538 0.1949E+14
157.6448 159.2321 54.9229 0.1948E+14
172.9311 121.8414 135.8685 0.1947E+14
150.2858 126.7398 116.9245 0.1946E+14
99.0861 32.4112 87.3860 0.1945E+14
165.6693 12.6687 130.0264 0.1945E+14
116.6653 195.9200 70.3216 0.1944E+14
11.6800 125.0894 154.8061 0.1944E+14
55.1789 178.7595 127.3170 0.1942E+14
41.1329 162.6712 77.3025 0.1942E+14
183.7282 39.3387 46.7129 0.1942E+14
46.6359 129.6216 36.3354 0.1942E+14
159.6508 11.9747 43.1090 0.1941E+14
139.9435 60.6860 112.6300 0.1941E+14
122.3608 80.1358 94.8420 0.1941E+14
119.0077 80.8213 130.5998 0.1940E+14
75.0958 27.1137 50.8474 0.1939E+14
69.8168 15.8010 12.0005 0.1939E+14
162.0317 56.7909 128.2826 0.1938E+14
152.4867 39.7865 48.9721 0.1938E+14
88.4879 199.1456 141.8844 0.1937E+14
127.8164 160.0458 38.5130 0.1937E+14
145.7537 156.8400 146.6157 0.1937E+14
33.5139 47.7668 120.3500 0.1936E+14
129.5128 199.1907 26.0521 0.1936E+14
90.2496 166.5538 93.1612 0.1936E+14
76.0253 111.0580 120.4894 0.1934E+14
45.8227 177.2381 111.5243 0.1934E+14
179.3253 23.4714 11.4083 0.1932E+14
40.6148 162.9120 139.6799 0.1932E+14
66.1622 56.5616 10.9486 0.1932E+14
144.7508 11.9239 97.1768 0.1932E+14
142.6224 57.0167 111.3711 0.1932E+14
161.4585 76.9430 119.9811 0.1931E+14
82.8720 96.4774 119.8680 0.1931E+14
133.9585 85.8331 125.5418 0.1929E+14
104.7638 183.6346 30.0038 0.1929E+14
110.7918 1.0906 182.6052 0.1928E+14
24.9724 2.8366 76.4375 0.1928E+14
55.6255 101.4917 154.7159 0.1926E+14
16.6057 82.1746 30.5444 0.1926E+14
148.2393 97.9317 35.2864 0.1924E+14
139.4538 22.7897 95.6671 0.1923E+14
109.1689 99.3027 19.3340 0.1923E+14
11.2077 11.6196 37.6070 0.1922E+14
28.3106 141.0289 75.9982 0.1918E+14
10.2504 129.4940 66.7381 0.1918E+14
62.7949 185.1108 6.9963 0.1918E+14
187.6776 97.8714 39.6719 0.1918E+14
142.3694 105.8225 147.9564 0.1917E+14
144.3133 112.9681 75.8851 0.1916E+14
102.3371 179.8177 161.9014 0.1915E+14
120.0326 144.0034 138.8740 0.1915E+14
55.0156 177.5910 1.3894 0.1911E+14
120.5829 156.7190 156.6373 0.1910E+14
163.2422 66.3624 81.5065 0.1910E+14
36.6786 17.9777 79.7531 0.1907E+14
147.6785 94.1199 150.8864 0.1905E+14
29.3517 81.2606 113.3866 0.1904E+14
42.1940 101.5585 72.5888 0.1902E+14
163.3200 95.6398 179.6600 0.1900E+14
53.9034 173.4823 40.6403 0.1899E+14
35.3056 163.3961 166.7878 0.1898E+14
118.6268 77.4200 135.5006 0.1898E+14
17.2437 63.9512 37.4731 0.1898E+14
85.4302 45.1528 144.1268 0.1897E+14
153.8864 46.5275 158.9427 0.1897E+14
71.1784 74.2006 80.9253 0.1897E+14
1.6985 5.9445 52.4748 0.1895E+14
124.5517 13.8852 23.2236 0.1895E+14
195.4163 12.4420 79.4450 0.1895E+14
22.1779 49.2951 32.1271 0.1893E+14
82.7963 121.2971 77.2601 0.1893E+14
194.2628 182.2876 126.1373 0.1893E+14
196.4613 139.8357 191.4097 0.1892E+14
198.4440 138.7058 33.0980 0.1891E+14
43.5108 175.8395 106.4975 0.1890E+14
68.9108 18.5154 14.3855 0.1889E+14
168.1308 74.4639 174.5210 0.1885E+14
39.4221 177.1566 46.2634 0.1885E+14
99.9240 22.5944 79.2316 0.1884E+14
15.8811 187.9744 187.9909 0.1882E+14
75.4246 2.0542 54.8689 0.1882E+14
184.1697 150.0470 163.4892 0.1881E+14
49.9467 138.3211 89.8602 0.1881E+14
56.3323 84.3346 96.9383 0.1880E+14
15.3513 21.7366 37.1783 0.1879E+14
158.9314 19.3743 101.4128 0.1877E+14
138.1876 69.4742 119.4052 0.1876E+14
170.0796 149.5477 198.3862 0.1874E+14
174.8959 32.8011 172.6098 0.1873E+14
49.1896 171.6060 198.8855 0.1873E+14
189.2533 89.9945 138.8042 0.1872E+14
93.9847 52.4799 144.6348 0.1872E+14
6.0489 128.9241 197.6878 0.1871E+14
79.7275 179.5389 194.4054 0.1870E+14
184.8483 101.3275 135.0414 0.1869E+14
149.7468 168.0316 37.5219 0.1868E+14
64.5025 107.7481 9.5134 0.1867E+14
77.7092 110.9629 174.2796 0.1867E+14
37.8315 75.6491 138.0403 0.1866E+14
170.8660 52.5528 140.1968 0.1865E+14
155.4474 142.5175 9.8831 0.1864E+14
50.3729 92.2979 66.4807 0.1863E+14
94.3513 194.5779 116.3066 0.1863E+14
125.7223 47.5313 102.2928 0.1862E+14
33.2808 99.9798 88.8803 0.1862E+14
199.2943 16.8913 92.8939 0.1861E+14
62.2587 186.9250 19.0826 0.1860E+14
23.8921 66.6802 172.7801 0.1860E+14
73.5030 91.9334 183.9001 0.1858E+14
38.7212 25.8693 83.8574 0.1858E+14
136.1550 124.3972 122.2147 0.1858E+14
166.2976 199.1906 65.9180 0.1857E+14
20.8673 164.6844 189.0790 0.1855E+14
161.4326 14.3001 109.6361 0.1853E+14
76.1352 23.3607 49.2489 0.1852E+14
135.1741 189.8186 9.2598 0.1852E+14
187.3150 112.1092 194.1035 0.1851E+14
166.0168 174.1729 60.4799 0.1851E+14
14.4330 51.3503 38.8091 0.1850E+14
177.6184 136.1980 30.3459 0.1850E+14
148.2743 96.4513 190.0337 0.1849E+14
35.1630 60.8136 108.8149 0.1849E+14
163.1079 87.2055 135.0222 0.1848E+14
142.1127 2.2633 80.4544 0.1847E+14
180.2449 152.0307 63.2461 0.1847E+14
84.7981 7.4874 32.2197 0.1846E+14
158.9340 8.5730 113.3993 0.1845E+14
91.4111 72.4820 110.1403 0.1845E+14
101.9754 186.9736 19.7746 0.1844E+14
53.6753 21.8271 59.9642 0.1843E+14
100.9428 187.6530 51.5128 0.1842E+14
28.1319 55.0967 13.1584 0.1841E+14
66.3119 122.0310 165.2044 0.1840E+14
35.7069 106.5724 93.5807 0.1839E+14
152.5087 178.2810 136.8345 0.1836E+14
107.7257 146.7228 189.4775 0.1836E+14
116.5665 83.2433 17.0018 0.1835E+14
180.4399 143.3844 115.9007 0.1835E+14
191.1675 134.8616 54.2890 0.1834E+14
8.5503 39.0443 6.5256 0.1833E+14
92.8459 148.5462 26.1098 0.1832E+14
107.0982 55.8928 107.6423 0.1831E+14
113.6723 167.8327 177.3565 0.1831E+14
129.9046 75.1742 183.0997 0.1830E+14
92.2327 186.1830 1.0566 0.1830E+14
72.8679 91.9799 10.7225 0.1830E+14
71.5562 13.2940 100.8561 0.1828E+14
162.6989 1.4936 93.3850 0.1828E+14
167.5744 189.6917 27.5226 0.1828E+14
40.3131 141.6226 113.2356 0.1826E+14
107.3381 148.7964 117.0831 0.1825E+14
154.4092 196.1513 127.2773 0.1823E+14
78.1361 190.9861 197.4919 0.1823E+14
13.2786 177.6073 45.4310 0.1823E+14
17.4789 170.8537 121.5549 0.1822E+14
118.6852 27.0320 90.0524 0.1822E+14
146.3161 32.7497 197.2706 0.1821E+14
46.3420 140.7406 83.6923 0.1818E+14
119.8590 197.3741 30.8738 0.1817E+14
109.9346 193.0833 59.7090 0.1815E+14
125.4826 139.3730 116.9947 0.1811E+14
13.6718 177.6311 43.3543 0.1810E+14
149.3747 68.9911 137.4661 0.1808E+14
11.4120 75.3204 138.7847 0.1808E+14
92.6227 151.4132 178.0780 0.1808E+14
183.7633 44.2570 127.0921 0.1808E+14
166.1786 61.5478 88.1875 0.1808E+14
29.2656 129.0398 34.9183 0.1807E+14
113.1857 23.8113 132.2411 0.1807E+14
128.6556 124.0655 124.0626 0.1807E+14
192.7914 64.2664 161.6147 0.1805E+14
172.7001 92.7915 195.8153 0.1805E+14
51.9155 137.4023 1.1907 0.1805E+14
45.0629 179.6028 105.3958 0.1805E+14
174.5547 17.0744 57.3398 0.1804E+14
147.4429 6.8314 198.6079 0.1804E+14
140.8301 24.6660 108.4972 0.1803E+14
70.1578 70.8085 101.1401 0.1802E+14
102.3394 80.1488 113.5145 0.1802E+14
25.6883 181.0616 41.7972 0.1801E+14
43.1478 64.6274 94.4766 0.1801E+14
148.8408 138.3641 140.0382 0.1801E+14
122.7179 102.0787 0.6832 0.1800E+14
113.1123 140.2337 10.3695 0.1800E+14
194.8783 118.8145 159.0623 0.1800E+14
178.1139 107.4906 195.3461 0.1799E+14
193.9660 109.5141 97.3463 0.1799E+14
88.9266 73.7367 165.0618 0.1799E+14
134.4121 46.9599 136.5443 0.1797E+14
46.8489 128.5688 174.4777 0.1794E+14
150.3626 174.8578 131.8386 0.1794E+14
145.8165 124.0605 171.1801 0.1792E+14
152.5926 112.8410 137.5211 0.1791E+14
73.9691 29.5262 154.4110 0.1788E+14
198.7337 23.5734 44.0705 0.1788E+14
51.3978 93.4660 54.3454 0.1787E+14
109.5797 82.1130 111.9948 0.1786E+14
47.0600 185.9601 181.7950 0.1785E+14
144.8292 22.0477 55.1265 0.1784E+14
178.2953 37.3179 195.5733 0.1784E+14
137.9438 108.3985 130.5609 0.1783E+14
160.2050 137.7725 21.5900 0.1782E+14
43.6152 128.2851 62.7341 0.1782E+14
127.7360 33.6374 124.5924 0.1782E+14
196.1704 170.0784 64.9841 0.1781E+14
161.7722 143.8677 157.0315 0.1778E+14
179.5113 123.4634 34.3846 0.1777E+14
179.2335 75.4081 139.1829 0.1775E+14
174.5457 119.3650 167.7826 0.1775E+14
34.7892 147.3889 75.2489 0.1775E+14
21.1618 44.4343 3.9068 0.1774E+14
16.0311 95.1924 72.1693 0.1774E+14
44.6126 124.3300 53.6659 0.1773E+14
73.0064 37.9724 80.3605 0.1773E+14
142.6861 129.4649 41.9462 0.1772E+14
114.3989 18.8430 7.4868 0.1772E+14
135.6583 123.9144 0.2052 0.1772E+14
130.1154 74.9876 181.6604 0.1771E+14
140.4065 166.5191 157.2346 0.1769E+14
36.6527 133.1617 76.7204 0.1769E+14
100.9745 78.3254 33.0956 0.1768E+14
7.6713 81.3491 127.4218 0.1768E+14
19.8364 21.6942 10.4877 0.1767E+14
39.8034 133.7847 77.3174 0.1766E+14
109.6322 76.6693 168.3640 0.1760E+14
37.1961 152.3893 82.6681 0.1760E+14
23.8602 61.1014 17.8550 0.1760E+14
110.0538 27.2660 114.1005 0.1759E+14
146.9625 107.2766 119.1552 0.1759E+14
146.2740 5.9518 198.8780 0.1757E+14
118.6516 85.2075 130.5014 0.1756E+14
163.5144 195.9009 69.1806 0.1755E+14
166.8663 68.0457 116.9168 0.1754E+14
103.0992 63.8302 122.5618 0.1754E+14
72.7882 63.9085 101.2820 0.1753E+14
122.9739 165.6559 172.0416 0.1751E+14
155.5999 85.4057 46.4576 0.1751E+14
87.2459 26.5096 1.7825 0.1749E+14
123.5755 47.0640 67.1602 0.1749E+14
172.9217 194.9203 103.8324 0.1749E+14
3.3553 7.4676 85.0717 0.1748E+14
45.5069 123.9813 153.0498 0.1746E+14
196.3781 55.1971 46.5620 0.1744E+14
157.1667 183.9704 91.0699 0.1743E+14
183.2877 61.1838 7.9629 0.1743E+14
48.7584 66.5650 162.6856 0.1741E+14
189.2858 1.0182 131.7228 0.1740E+14
124.1284 149.0711 55.9587 0.1740E+14
105.7865 7.1840 93.7471 0.1739E+14
135.9036 36.8234 132.3051 0.1736E+14
181.4508 45.3040 129.9917 0.1736E+14
14.6533 41.8750 7.6389 0.1736E+14
108.2827 5.1850 92.3204 0.1735E+14
64.1977 126.8539 167.7420 0.1733E+14
85.6697 25.4234 28.7926 0.1732E+14
156.1674 166.7941 95.0115 0.1731E+14
42.1528 175.0064 181.3417 0.1730E+14
116.2887 38.7565 119.2131 0.1730E+14
183.6643 30.7205 165.8390 0.1728E+14
9.9300 91.2325 153.5522 0.1728E+14
135.2404 183.8569 97.6745 0.1727E+14
104.8878 108.4255 89.0888 0.1725E+14
150.4591 148.5855 132.5561 0.1725E+14
45.6911 152.3941 61.4090 0.1724E+14
28.6328 5.7958 172.6783 0.1723E+14
30.1998 136.6073 76.0764 0.1722E+14
162.4373 20.4554 46.6367 0.1722E+14
24.7748 134.4194 73.1397 0.1721E+14
141.5065 187.9869 82.3953 0.1721E+14
49.0951 173.5741 142.1978 0.1719E+14
132.5434 70.6339 149.5971 0.1718E+14
198.9947 11.8014 85.7541 0.1718E+14
142.7507 128.5518 170.3720 0.1717E+14
69.2190 12.3507 60.5481 0.1717E+14
198.9442 188.6057 82.4197 0.1716E+14
17.3834 53.3185 26.1807 0.1716E+14
106.4483 66.6101 124.3862 0.1715E+14
176.4735 121.6127 22.4848 0.1713E+14
69.6772 189.6210 43.2429 0.1712E+14
17.5303 85.3372 7.5339 0.1712E+14
195.0930 141.7439 29.7634 0.1712E+14
106.4101 103.0454 98.3103 0.1711E+14
88.2245 72.5799 110.5466 0.1709E+14
32.8426 165.7838 181.8741 0.1708E+14
131.0831 85.1505 178.8690 0.1708E+14
165.6856 45.1306 113.7174 0.1707E+14
50.4764 57.2456 52.3552 0.1707E+14
35.0746 36.1302 127.4664 0.1707E+14
57.5282 115.0622 68.2469 0.1706E+14
46.1108 177.3200 113.8271 0.1705E+14
183.4893 24.2944 148.3551 0.1704E+14
17.8251 65.1156 111.7454 0.1704E+14
42.4232 154.4660 122.7828 0.1703E+14
179.8571 24.5039 37.8186 0.1702E+14
12.3785 74.4229 151.0669 0.1701E+14
153.8645 81.9948 103.6251 0.1700E+14
97.0588 183.8182 18.3778 0.1698E+14
135.1446 80.8646 141.1897 0.1696E+14
192.4810 96.3986 154.5712 0.1696E+14
72.3277 49.5844 130.4614 0.1695E+14
179.0974 27.4565 164.2105 0.1694E+14
26.7694 1.1945 165.8879 0.1694E+14
111.6953 18.3236 126.7372 0.1691E+14
52.6570 198.2452 190.4746 0.1689E+14
59.6715 68.9993 15.5771 0.1688E+14
93.2036 177.0743 7.6738 0.1687E+14
187.3806 180.2097 45.5459 0.1687E+14
143.5805 102.2764 12.4553 0.1686E+14
101.4079 51.8142 50.8298 0.1685E+14
77.6074 42.6681 89.2856 0.1685E+14
90.4013 132.2298 192.8369 0.1684E+14
54.4705 155.5158 25.6423 0.1684E+14
177.6488 196.6143 46.5152 0.1682E+14
72.0821 42.4192 109.1524 0.1681E+14
93.6499 28.0673 96.9096 0.1681E+14
123.1568 0.4801 13.4338 0.1680E+14
192.8397 77.4235 101.4507 0.1680E+14
174.1831 137.7555 107.1517 0.1680E+14
155.7613 186.2777 119.1751 0.1680E+14
46.8911 33.2543 158.4412 0.1679E+14
185.7323 112.2516 192.7710 0.1678E+14
162.4720 169.6779 184.3747 0.1677E+14
68.1811 61.5223 32.3429 0.1677E+14
197.3261 54.2476 58.6419 0.1677E+14
195.3926 197.4762 81.6790 0.1676E+14
64.6658 190.3248 194.9795 0.1675E+14
143.7345 64.9788 186.4090 0.1675E+14
35.1721 127.1386 83.2844 0.1675E+14
27.4126 75.4709 165.5877 0.1674E+14
92.5487 31.7991 88.8131 0.1673E+14
65.5624 56.8669 193.8917 0.1673E+14
187.7052 38.6963 129.2497 0.1672E+14
59.4875 51.7179 127.8246 0.1672E+14
184.9485 109.6807 174.7942 0.1671E+14
16.0780 163.6489 45.3867 0.1671E+14
109.7114 13.0579 122.6180 0.1671E+14
89.7803 154.6330 180.7085 0.1670E+14
149.9377 64.6551 152.8283 0.1670E+14
144.8735 116.3586 81.3288 0.1670E+14
186.9837 193.9841 53.9330 0.1668E+14
10.0760 60.3092 165.0327 0.1668E+14
20.3866 90.2548 121.5695 0.1666E+14
39.5454 127.2723 112.4972 0.1666E+14
60.5811 189.0345 177.0370 0.1665E+14
130.9986 163.7844 50.1937 0.1665E+14
171.2582 24.3841 0.4800 0.1665E+14
43.0672 127.4813 6.3624 0.1664E+14
4.7620 75.0237 197.7328 0.1664E+14
150.8049 153.5027 12.9665 0.1663E+14
88.4478 11.6063 4.5053 0.1660E+14
51.7810 133.2760 33.0859 0.1660E+14
102.3102 150.8563 196.9738 0.1659E+14
129.9908 62.1322 194.9386 0.1659E+14
158.6895 81.2918 124.5358 0.1658E+14
39.3637 170.1413 185.6257 0.1657E+14
68.9633 188.1537 9.5017 0.1657E+14
59.1102 83.0772 56.6981 0.1657E+14
151.1194 171.7325 104.5690 0.1657E+14
36.5722 153.0870 84.8277 0.1656E+14
112.1360 195.6770 66.4679 0.1656E+14
21.4747 10.6704 174.3793 0.1655E+14
78.8166 116.9899 98.1173 0.1654E+14
2.8535 138.9962 101.9352 0.1652E+14
165.8244 119.8410 162.7988 0.1650E+14
14.5641 170.4978 72.6162 0.1650E+14
58.4769 156.9845 27.1187 0.1650E+14
193.5437 89.6379 29.8802 0.1649E+14
29.6159 164.0516 166.9183 0.1649E+14
143.3552 5.5886 154.0607 0.1649E+14
65.9669 114.9805 95.1471 0.1647E+14
162.0788 194.8165 126.1868 0.1647E+14
10.6833 129.0949 12.5385 0.1646E+14
114.6949 74.4897 133.7626 0.1645E+14
170.0243 9.6302 39.5037 0.1644E+14
43.8970 61.5594 176.3802 0.1644E+14
93.1257 154.1799 172.8178 0.1644E+14
122.7129 171.7290 64.0186 0.1642E+14
169.9515 77.9628 173.4736 0.1641E+14
197.7018 20.3715 98.4977 0.1641E+14
110.8121 170.3880 14.6668 0.1641E+14
41.1574 191.7946 169.6691 0.1640E+14
140.9554 183.6376 93.7594 0.1640E+14
141.2536 176.2240 17.1026 0.1640E+14
35.6808 138.7701 119.8167 0.1640E+14
95.3489 43.4019 125.0513 0.1640E+14
75.3213 192.8241 131.5490 0.1637E+14
83.5420 186.9176 0.4052 0.1635E+14
197.5075 53.5484 56.3358 0.1634E+14
194.5284 171.0652 104.1721 0.1633E+14
3.4023 12.5528 175.0440 0.1633E+14
122.1385 102.8447 26.7645 0.1632E+14
158.6424 31.6916 101.6934 0.1632E+14
163.4907 135.1615 159.8169 0.1631E+14
107.2824 33.0941 84.6211 0.1631E+14
43.7225 144.9737 68.1512 0.1630E+14
79.3552 12.6281 183.7798 0.1630E+14
60.4306 68.7854 25.9070 0.1628E+14
28.5395 95.6805 108.4051 0.1628E+14
139.2525 96.0469 69.9155 0.1628E+14
90.2589 191.9844 158.1049 0.1627E+14
101.4169 24.6446 31.4563 0.1626E+14
91.0916 13.7596 6.0623 0.1625E+14
65.6286 93.6251 196.6893 0.1624E+14
41.7130 136.4503 187.6351 0.1623E+14
164.3020 74.3637 127.6781 0.1622E+14
72.8373 104.0689 25.7397 0.1621E+14
171.1505 29.0642 175.5200 0.1619E+14
65.4682 30.1047 61.1561 0.1619E+14
145.7279 177.6731 31.0549 0.1619E+14
198.8511 140.6558 149.1590 0.1619E+14
22.3906 82.9298 18.2367 0.1618E+14
2.5239 17.3588 31.7623 0.1617E+14
89.9201 167.2272 24.0818 0.1617E+14
99.0305 20.3770 50.6444 0.1617E+14
1.0365 64.5213 185.2539 0.1617E+14
48.8249 26.5258 67.9643 0.1616E+14
55.8750 104.2606 59.8843 0.1615E+14
131.3280 30.6326 116.4055 0.1614E+14
0.2038 20.7605 77.0425 0.1613E+14
39.3908 182.3639 166.8830 0.1611E+14
177.2919 68.8952 17.4865 0.1611E+14
40.9767 33.6862 28.2574 0.1611E+14
87.6085 126.9766 111.6505 0.1610E+14
192.8399 164.3264 65.6392 0.1610E+14
103.6171 195.0186 64.9618 0.1609E+14
85.9689 59.9384 192.2174 0.1609E+14
83.0484 23.5168 97.1540 0.1608E+14
167.2340 81.9161 138.9659 0.1607E+14
124.5055 23.9110 86.4594 0.1607E+14
90.6803 116.7410 97.1213 0.1606E+14
59.5536 14.4546 9.5375 0.1606E+14
164.2644 119.2327 137.2032 0.1605E+14
195.1171 152.8540 151.8089 0.1604E+14
171.4759 142.6182 115.7556 0.1604E+14
46.2869 40.2918 179.2931 0.1604E+14
183.4061 50.1684 178.8166 0.1603E+14
157.5906 183.2696 92.6133 0.1603E+14
36.0281 67.8256 160.4794 0.1602E+14
196.4031 126.1331 196.0450 0.1601E+14
184.0038 74.0243 186.5525 0.1601E+14
53.6154 30.4863 78.3846 0.1600E+14
62.6923 150.5817 10.7097 0.1600E+14
116.5283 21.9511 87.8920 0.1600E+14
84.6526 32.8802 83.8655 0.1599E+14
90.1639 23.8419 196.2322 0.1598E+14
2.6260 11.5741 174.2045 0.1597E+14
66.5517 105.1623 109.0704 0.1597E+14
50.6153 87.3475 67.5763 0.1595E+14
59.7301 82.5079 98.9765 0.1594E+14
142.3606 39.5431 3.3424 0.1592E+14
79.6166 27.2634 68.0670 0.1592E+14
62.6696 101.5709 18.1580 0.1592E+14
38.6850 162.2666 9.3121 0.1592E+14
169.7430 160.1337 41.0934 0.1592E+14
175.8189 152.0092 66.8325 0.1592E+14
37.4567 196.9516 173.6752 0.1590E+14
181.7499 149.6294 57.3223 0.1590E+14
28.2091 71.8475 25.8682 0.1590E+14
18.5852 49.0041 12.1991 0.1589E+14
31.9729 23.6194 132.5275 0.1588E+14
38.8177 141.0136 124.1660 0.1588E+14
84.0241 51.9253 146.4892 0.1588E+14
6.8492 3.1474 26.8277 0.1587E+14
