#x y z mass
#[Mpc/h] [Mpc/h] [Mpc/h] [Msun/h]
144.2368 153.1042 45.1608 0.4588E+13
50.3989 164.1397 134.6149 0.4588E+13
113.2631 180.0372 108.9176 0.4588E+13
147.6614 115.1194 112.9735 0.4588E+13
143.1841 147.1390 165.4881 0.4583E+13
190.9408 62.8512 158.4422 0.4583E+13
38.0389 161.5043 199.0853 0.4583E+13
34.3255 116.9275 93.2026 0.4583E+13
45.3323 112.0354 97.0244 0.4583E+13
197.3713 17.8967 10.7622 0.4583E+13
37.2222 187.1693 13.1088 0.4583E+13
109.1922 19.5845 126.7852 0.4583E+13
121.0499 88.6942 112.0679 0.4583E+13
140.5776 47.0383 75.7420 0.4583E+13
83.7104 196.4284 114.6811 0.4583E+13
192.1065 146.2895 119.4488 0.4583E+13
22.2033 61.5425 183.4546 0.4583E+13
172.7585 127.2293 172.1735 0.4578E+13
113.1932 139.2496 181.3257 0.4578E+13
41.1930 158.8740 78.1753 0.4578E+13
163.0974 154.3008 59.7608 0.4578E+13
33.6142 99.2257 22.9921 0.4578E+13
74.9425 79.5142 11.9611 0.4578E+13
99.8564 84.0182 56.7599 0.4578E+13
6.9091 112.3985 149.4269 0.4578E+13
139.5777 103.1410 113.5876 0.4578E+13
129.3799 120.1361 94.8590 0.4578E+13
130.8772 106.0232 95.7214 0.4578E+13
125.4267 32.5892 187.6631 0.4573E+13
81.4433 67.3395 67.0153 0.4573E+13
130.6758 171.8350 58.4915 0.4573E+13
187.5663 128.0942 16.8930 0.4573E+13
169.8325 12.4190 171.0803 0.4568E+13
11.1809 132.7027 64.9794 0.4568E+13
78.2275 162.7787 62.1403 0.4568E+13
86.1244 146.7839 33.9267 0.4568E+13
95.7728 165.8625 22.3870 0.4568E+13
145.2066 82.4770 120.2694 0.4568E+13
119.6345 171.1658 40.3324 0.4568E+13
57.4246 39.1010 160.0205 0.4568E+13
54.8193 23.0742 156.8407 0.4568E+13
179.6678 26.9841 165.7939 0.4563E+13
75.0500 162.6436 57.2695 0.4563E+13
185.3019 60.5277 23.2705 0.4563E+13
191.2140 35.7106 128.4753 0.4563E+13
109.8261 68.5354 127.7706 0.4563E+13
117.3898 149.4559 15.7801 0.4563E+13
8.9970 111.6249 145.7958 0.4563E+13
97.8402 22.7445 180.3254 0.4563E+13
53.5490 182.8735 168.2081 0.4557E+13
184.0551 97.3141 177.6120 0.4557E+13
125.9705 32.1251 106.9671 0.4557E+13
176.0670 135.1910 34.1652 0.4557E+13
183.3125 153.7232 176.7899 0.4552E+13
30.1699 110.6764 80.2853 0.4552E+13
46.7883 162.7531 71.5477 0.4552E+13
123.0881 98.9945 89.5739 0.4552E+13
45.8511 137.5251 32.3449 0.4552E+13
130.6551 47.9014 148.0497 0.4552E+13
131.8505 46.9474 118.0265 0.4552E+13
108.3832 118.5311 86.7881 0.4552E+13
171.8672 104.0257 46.5663 0.4552E+13
54.2062 57.9101 35.5709 0.4552E+13
112.5303 4.2841 84.3531 0.4552E+13
158.0360 15.4588 103.0448 0.4552E+13
119.3248 150.3712 12.9037 0.4552E+13
191.5056 126.1898 23.3020 0.4552E+13
74.5725 83.5756 191.6093 0.4552E+13
12.0888 61.3032 148.6017 0.4552E+13
16.9202 69.2042 171.5019 0.4552E+13
4.7568 114.2466 70.4355 0.4547E+13
152.0153 76.9327 54.8465 0.4547E+13
32.0733 144.4216 20.2161 0.4547E+13
168.5366 2.8446 118.0200 0.4547E+13
104.7745 33.9854 126.5071 0.4547E+13
192.1107 90.0510 127.1657 0.4547E+13
191.5768 135.4488 56.8042 0.4547E+13
29.0592 15.3866 37.5121 0.4547E+13
125.0773 76.5380 74.2599 0.4547E+13
197.7077 80.4133 75.1214 0.4547E+13
87.9750 90.7693 115.6518 0.4547E+13
108.9029 111.4467 20.7288 0.4547E+13
195.7273 110.5357 126.1563 0.4547E+13
79.7733 130.1880 199.6366 0.4547E+13
159.2205 130.0557 153.9684 0.4542E+13
112.1683 163.2305 196.1324 0.4542E+13
142.2013 62.5256 166.2175 0.4542E+13
139.9872 33.0983 109.9127 0.4542E+13
114.4748 47.1938 59.6963 0.4542E+13
190.2188 88.4680 93.5612 0.4542E+13
48.0612 2.2966 98.4122 0.4542E+13
73.6756 23.8884 185.2439 0.4542E+13
31.0585 118.5794 180.7278 0.4537E+13
185.7495 69.0542 181.1907 0.4537E+13
75.0559 163.1114 96.1826 0.4537E+13
25.3884 130.0998 81.1595 0.4537E+13
43.5782 192.1755 66.1576 0.4537E+13
182.4897 26.0865 14.4188 0.4537E+13
151.2096 125.8685 46.2351 0.4537E+13
37.4495 44.4255 136.8701 0.4537E+13
138.8873 120.2454 130.1613 0.4537E+13
185.9688 119.5029 160.3549 0.4532E+13
100.6974 84.7293 11.2162 0.4532E+13
4.0356 18.5790 61.9569 0.4532E+13
67.2843 52.4071 111.3155 0.4532E+13
80.7222 72.0240 104.9341 0.4532E+13
144.6079 187.1471 30.1291 0.4532E+13
120.6810 157.7986 156.7570 0.4527E+13
122.2325 18.6079 29.7704 0.4527E+13
125.7275 41.6436 54.9018 0.4527E+13
166.4776 56.4532 18.5514 0.4527E+13
188.0772 180.1843 50.8704 0.4527E+13
145.5490 158.8186 43.1751 0.4527E+13
114.4565 193.6762 62.1269 0.4527E+13
121.6040 23.2883 79.1089 0.4527E+13
191.3358 38.9282 199.0132 0.4522E+13
75.1950 166.7944 98.0334 0.4522E+13
39.4623 104.9645 73.5431 0.4522E+13
191.8501 134.8544 84.3841 0.4522E+13
18.0202 32.9139 124.4879 0.4522E+13
103.5248 183.3707 12.5843 0.4522E+13
150.5703 103.0827 126.2150 0.4522E+13
33.2872 36.3352 171.1187 0.4522E+13
25.4625 14.3614 173.5289 0.4522E+13
8.1027 85.1834 176.8972 0.4522E+13
44.0384 186.6045 175.7174 0.4517E+13
47.5434 117.5355 161.9947 0.4517E+13
56.8676 186.6348 30.5969 0.4517E+13
196.6560 28.1204 147.6273 0.4517E+13
134.2709 29.7941 135.0764 0.4517E+13
7.6524 104.6446 24.0705 0.4517E+13
13.8108 69.2269 34.6505 0.4517E+13
95.4132 95.2452 95.1651 0.4517E+13
17.7249 10.0688 133.2971 0.4517E+13
88.4305 19.0583 104.5240 0.4517E+13
159.7774 105.3022 11.4781 0.4517E+13
62.4798 91.4473 169.1237 0.4517E+13
10.2305 157.8994 193.8332 0.4512E+13
45.9581 185.6757 111.5225 0.4512E+13
15.8784 119.4373 136.3723 0.4512E+13
24.8120 155.8307 126.7300 0.4512E+13
70.4608 51.8406 199.5789 0.4512E+13
20.0115 137.3587 183.0406 0.4507E+13
32.5739 180.1293 99.8462 0.4507E+13
142.9759 20.1336 148.7360 0.4507E+13
60.8689 27.1031 53.8556 0.4507E+13
106.3314 193.2954 79.8991 0.4507E+13
145.5209 173.8966 82.1784 0.4507E+13
29.3062 44.7986 12.4121 0.4507E+13
34.2383 24.7511 31.5165 0.4507E+13
78.3041 40.0605 1.8180 0.4507E+13
126.2361 62.2891 73.3677 0.4507E+13
123.9868 77.1621 91.7191 0.4507E+13
48.7949 159.7542 122.1597 0.4507E+13
7.3772 127.5248 138.8136 0.4507E+13
173.2450 184.9604 105.6185 0.4507E+13
3.0482 71.6559 156.8973 0.4507E+13
192.9760 64.1674 181.8566 0.4502E+13
136.2230 96.1126 43.4441 0.4502E+13
0.6322 105.2666 5.5388 0.4502E+13
23.0492 101.2515 85.0689 0.4502E+13
130.9474 193.0765 67.6599 0.4502E+13
130.6703 161.7800 26.4205 0.4502E+13
141.7632 103.4656 127.6805 0.4502E+13
140.3204 177.5430 153.2686 0.4496E+13
76.1904 195.5002 99.8646 0.4496E+13
159.7104 44.3656 27.4105 0.4496E+13
26.2787 76.3995 78.9008 0.4496E+13
107.1169 166.6805 40.1235 0.4496E+13
137.3088 44.5514 69.7993 0.4496E+13
71.1701 98.1953 102.5501 0.4496E+13
50.4101 98.8559 96.3140 0.4496E+13
127.9176 173.1845 6.5454 0.4496E+13
66.3278 95.4401 184.7487 0.4496E+13
37.0958 174.5612 184.7072 0.4491E+13
150.1019 28.8374 168.9340 0.4491E+13
54.9826 118.0723 58.4635 0.4491E+13
117.6098 74.1397 137.0004 0.4491E+13
193.0804 113.0381 48.1073 0.4491E+13
35.0141 53.6494 13.1063 0.4491E+13
112.2848 90.2308 95.7409 0.4491E+13
80.0529 24.7939 96.8554 0.4491E+13
154.4812 116.5612 133.4522 0.4491E+13
26.3064 100.2988 178.4395 0.4491E+13
19.3009 65.2647 158.0529 0.4491E+13
175.7810 34.7634 164.5197 0.4486E+13
153.0897 92.2075 188.1685 0.4486E+13
20.1342 131.0951 65.0267 0.4486E+13
196.7861 59.3329 24.1120 0.4486E+13
190.2300 35.6462 125.9719 0.4486E+13
112.6191 126.8937 73.5307 0.4486E+13
166.6537 130.5449 22.6603 0.4486E+13
8.8497 158.0731 140.3415 0.4486E+13
193.2297 106.2118 129.3947 0.4486E+13
71.2044 50.5342 186.3094 0.4486E+13
50.8697 38.5118 175.8625 0.4486E+13
2.1961 54.1442 172.9053 0.4486E+13
149.3907 104.1011 153.9082 0.4481E+13
175.4057 33.6254 176.0461 0.4481E+13
183.6615 72.8174 185.8644 0.4481E+13
16.0665 162.6447 45.9100 0.4481E+13
46.5325 96.1937 61.3800 0.4481E+13
76.3503 43.5509 54.8260 0.4481E+13
163.5455 197.4362 32.3591 0.4481E+13
8.4094 143.2835 119.9018 0.4481E+13
174.3821 124.0045 167.9335 0.4476E+13
16.7678 112.3394 181.2254 0.4476E+13
91.9500 131.0072 194.5807 0.4476E+13
124.2135 39.4966 126.5974 0.4476E+13
79.1752 51.2605 67.2246 0.4476E+13
101.5873 186.5031 49.9282 0.4476E+13
21.5928 30.6091 15.2475 0.4476E+13
166.6082 61.9039 72.3868 0.4476E+13
17.6779 141.2802 120.5042 0.4476E+13
199.7027 158.2149 177.2437 0.4476E+13
126.1867 186.3906 172.9194 0.4471E+13
180.9526 199.9413 34.2946 0.4471E+13
13.2490 22.2127 59.0931 0.4471E+13
142.1231 112.9024 73.7139 0.4471E+13
14.5865 80.0230 27.0116 0.4471E+13
133.9220 45.8277 4.3244 0.4466E+13
30.1269 193.8259 23.9369 0.4466E+13
100.0226 25.1487 123.0456 0.4466E+13
43.3839 97.4031 65.1859 0.4466E+13
126.4588 94.2812 102.1699 0.4466E+13
194.9689 171.3459 95.7874 0.4466E+13
82.1498 59.2381 87.2320 0.4461E+13
139.3468 17.0970 158.9681 0.4461E+13
157.4645 183.8528 94.2390 0.4461E+13
138.3506 198.4424 14.5340 0.4461E+13
158.0356 163.4201 92.1626 0.4461E+13
34.6359 169.0403 135.2338 0.4461E+13
128.4629 145.9845 125.8014 0.4461E+13
65.2804 194.4204 199.7507 0.4456E+13
75.7409 150.9191 55.9543 0.4456E+13
28.0562 149.4519 77.2786 0.4456E+13
148.3742 199.7540 98.9094 0.4456E+13
105.1764 74.7843 109.7423 0.4456E+13
12.8679 54.7806 60.7786 0.4456E+13
116.2601 193.4967 51.7612 0.4456E+13
198.6232 34.4866 83.1815 0.4456E+13
32.7723 97.5989 116.9143 0.4456E+13
32.7303 144.6376 125.9032 0.4456E+13
151.0307 138.8206 104.5586 0.4456E+13
82.4535 43.1221 155.4844 0.4456E+13
137.5089 109.2872 93.2727 0.4451E+13
185.2857 68.2979 187.7715 0.4451E+13
4.1776 145.4910 199.7674 0.4451E+13
106.6064 77.4413 30.1779 0.4451E+13
71.9566 177.4881 26.2482 0.4451E+13
55.3344 166.4505 33.9754 0.4451E+13
14.5215 25.6072 36.2569 0.4451E+13
106.4233 46.8130 70.0849 0.4451E+13
125.0981 2.3339 15.9090 0.4451E+13
198.0801 92.7177 108.6012 0.4451E+13
15.1772 64.1268 165.4411 0.4451E+13
71.4565 198.1563 171.3382 0.4446E+13
65.4878 198.3793 172.7842 0.4446E+13
146.5165 96.1428 191.0572 0.4446E+13
50.5170 177.6566 77.1758 0.4446E+13
40.1386 165.6444 82.7399 0.4446E+13
18.6313 124.8356 30.4637 0.4446E+13
20.9005 145.8464 22.0707 0.4446E+13
50.2798 88.2271 20.8257 0.4446E+13
82.7287 72.1410 110.9831 0.4446E+13
139.7581 125.3003 35.1304 0.4446E+13
181.9609 100.9250 3.2921 0.4446E+13
38.4817 122.1157 181.2551 0.4441E+13
41.4167 120.8578 186.3937 0.4441E+13
165.0349 2.1362 178.5867 0.4441E+13
179.1785 49.5005 159.5906 0.4441E+13
95.1097 167.6512 85.5934 0.4441E+13
23.3149 192.4470 32.6847 0.4441E+13
180.5090 64.7255 116.3094 0.4441E+13
145.4382 64.7525 106.2981 0.4441E+13
91.6721 45.9912 120.4774 0.4441E+13
153.3744 179.2590 21.3420 0.4441E+13
164.7442 190.5529 26.0788 0.4441E+13
43.9062 172.6306 120.6729 0.4441E+13
160.4565 15.4746 169.3577 0.4436E+13
175.4587 38.5081 50.3479 0.4436E+13
188.6015 194.8110 55.5225 0.4436E+13
84.3731 5.0151 115.2936 0.4436E+13
87.6700 164.4713 121.1209 0.4436E+13
76.4759 59.3640 0.7244 0.4436E+13
70.7899 188.4568 191.1380 0.4430E+13
1.6987 82.8338 111.6235 0.4430E+13
129.7747 34.3856 122.4810 0.4430E+13
5.9990 57.8170 66.4881 0.4430E+13
150.3244 12.6522 50.2288 0.4430E+13
71.7810 29.5772 12.1571 0.4430E+13
121.5482 101.7386 22.9800 0.4430E+13
104.1371 195.9421 114.4393 0.4430E+13
127.0062 23.8472 190.6735 0.4425E+13
34.2023 176.6994 85.2758 0.4425E+13
8.7149 115.5212 23.2862 0.4425E+13
132.6978 60.7235 123.5208 0.4425E+13
170.7798 111.4166 141.9585 0.4425E+13
101.8936 185.4684 98.5601 0.4425E+13
190.1283 53.3597 7.8834 0.4420E+13
22.9718 56.7008 27.5499 0.4420E+13
154.1398 86.3856 87.8863 0.4420E+13
14.5298 18.8090 128.7503 0.4420E+13
16.7553 133.7202 151.5470 0.4420E+13
2.9059 116.3452 118.4717 0.4420E+13
40.6505 189.3031 179.9576 0.4415E+13
64.1764 180.1772 0.5104 0.4415E+13
12.9967 149.8659 161.6765 0.4415E+13
55.3562 108.3829 5.1987 0.4415E+13
122.4906 8.2798 42.3907 0.4415E+13
15.5953 131.8865 25.7076 0.4415E+13
30.5069 72.9055 29.9732 0.4415E+13
101.6911 15.6564 93.9754 0.4415E+13
165.4461 2.5209 90.7601 0.4415E+13
144.0597 56.5079 107.1617 0.4415E+13
55.0801 142.5799 144.3392 0.4415E+13
161.2207 158.1708 105.1838 0.4415E+13
31.8824 11.1763 160.0871 0.4415E+13
173.8043 125.4720 164.1267 0.4410E+13
71.0412 184.7901 59.2899 0.4410E+13
103.8506 34.3676 127.7519 0.4410E+13
85.9907 48.8322 69.1914 0.4410E+13
178.7982 169.2328 77.5928 0.4410E+13
154.7780 16.4804 66.9061 0.4410E+13
165.9681 195.6987 151.9293 0.4410E+13
164.9828 142.6252 94.9052 0.4410E+13
152.4621 187.6921 137.5554 0.4410E+13
194.7764 108.5310 169.1788 0.4405E+13
94.8080 131.7002 196.5161 0.4405E+13
61.8832 144.2490 184.4405 0.4405E+13
125.3866 96.6915 1.8212 0.4405E+13
31.4600 182.7719 192.0034 0.4405E+13
114.4056 185.6680 12.7003 0.4405E+13
149.6532 184.9827 146.1871 0.4405E+13
38.8430 112.2105 54.8799 0.4400E+13
183.0146 85.1568 9.9582 0.4400E+13
59.6003 26.4117 19.6508 0.4400E+13
63.0558 70.7754 110.2087 0.4400E+13
63.0502 108.7347 107.4151 0.4400E+13
131.2506 160.9572 28.1590 0.4400E+13
152.7575 39.1976 162.1654 0.4395E+13
48.0677 160.8937 71.2943 0.4395E+13
97.1907 130.8784 54.6811 0.4395E+13
140.0087 97.5980 121.4490 0.4395E+13
187.5687 50.9776 143.7713 0.4395E+13
122.0885 161.5925 40.6981 0.4395E+13
33.5819 57.5547 100.9575 0.4395E+13
46.8236 173.4975 148.7102 0.4395E+13
96.9703 111.3795 131.1877 0.4395E+13
106.2549 182.9254 113.0222 0.4395E+13
1.3261 193.2760 172.4168 0.4390E+13
119.0837 68.0821 157.4621 0.4390E+13
136.4111 83.2801 182.7486 0.4390E+13
161.4432 26.0851 23.1449 0.4390E+13
193.9845 58.5627 13.1057 0.4390E+13
194.0509 2.0712 28.5326 0.4390E+13
173.3374 156.6777 48.9220 0.4390E+13
166.8186 132.3364 56.9349 0.4390E+13
9.3607 83.5468 156.9347 0.4390E+13
112.8321 68.2845 3.2885 0.4385E+13
143.6645 53.8099 6.6331 0.4385E+13
166.7829 85.9423 3.7871 0.4385E+13
152.6507 4.3331 127.1069 0.4385E+13
60.8558 28.4173 62.8325 0.4385E+13
126.6321 188.9879 62.7598 0.4385E+13
168.7820 12.9778 72.0339 0.4385E+13
163.6948 60.2911 81.1766 0.4385E+13
33.9907 56.4138 173.5741 0.4385E+13
117.1215 171.3955 195.6467 0.4380E+13
11.9578 139.9647 166.8689 0.4380E+13
53.1297 189.5482 174.2155 0.4380E+13
163.2943 180.0999 68.0291 0.4380E+13
152.6444 156.7163 46.6118 0.4380E+13
37.9640 101.8642 121.9870 0.4380E+13
154.7318 179.4089 123.1869 0.4380E+13
130.8838 192.0657 134.1557 0.4380E+13
175.4391 109.7674 149.2334 0.4380E+13
49.4848 191.7947 181.8328 0.4375E+13
94.9870 128.7237 199.1538 0.4375E+13
54.2013 178.0974 44.9902 0.4375E+13
163.7404 48.2939 114.0120 0.4375E+13
75.9944 69.9445 83.3815 0.4375E+13
108.2746 194.0662 59.0595 0.4375E+13
172.3167 110.8792 41.3913 0.4375E+13
34.0624 31.4467 35.9427 0.4375E+13
11.9544 30.9729 30.9038 0.4375E+13
153.6316 194.5401 16.0377 0.4375E+13
141.4733 182.1962 13.4943 0.4375E+13
164.2016 166.8985 116.8645 0.4375E+13
156.5108 189.9262 105.9482 0.4375E+13
50.4812 105.2606 190.2131 0.4375E+13
6.2530 63.4237 188.6179 0.4375E+13
19.1924 137.1139 193.0142 0.4369E+13
77.2063 195.3694 48.1945 0.4369E+13
83.0478 67.3573 86.2721 0.4369E+13
165.9768 191.8235 71.3045 0.4369E+13
104.0120 101.7956 68.7351 0.4369E+13
149.0042 134.8381 58.3998 0.4369E+13
99.7904 192.0319 56.0162 0.4369E+13
105.2845 179.1669 63.4967 0.4369E+13
128.0366 126.8536 153.8430 0.4369E+13
197.9261 82.1211 78.1024 0.4369E+13
117.6309 191.9852 29.8948 0.4369E+13
170.8134 118.4765 38.1185 0.4369E+13
163.1558 119.8008 125.3282 0.4369E+13
1.6045 144.2590 84.5219 0.4364E+13
37.2975 130.2889 52.9471 0.4364E+13
117.7712 18.1133 133.0405 0.4364E+13
66.8103 5.5823 45.0632 0.4364E+13
44.9451 29.2594 73.5935 0.4364E+13
86.3367 19.4008 5.0312 0.4364E+13
134.8764 92.0516 66.9376 0.4364E+13
136.6314 167.8257 22.3900 0.4364E+13
175.6574 183.2430 115.1278 0.4364E+13
164.4942 98.7264 144.0946 0.4364E+13
111.5228 67.5132 199.9074 0.4359E+13
43.0145 171.9051 156.9138 0.4359E+13
181.0207 149.3273 163.9672 0.4359E+13
149.2287 101.8831 153.4162 0.4359E+13
33.7179 171.1942 186.0658 0.4359E+13
118.5222 53.9224 44.9406 0.4359E+13
176.8983 68.4337 16.1529 0.4359E+13
60.2479 184.6479 18.8635 0.4359E+13
150.3785 68.8008 136.3685 0.4359E+13
142.2864 104.1102 40.7716 0.4359E+13
97.3797 85.9491 23.7634 0.4359E+13
62.8607 38.8536 40.5422 0.4359E+13
63.3892 103.1930 112.6896 0.4359E+13
130.4657 161.7240 25.2886 0.4359E+13
82.8908 3.1494 196.4582 0.4359E+13
171.2510 159.1822 104.8131 0.4359E+13
182.2184 107.7331 167.3335 0.4354E+13
174.1037 33.2705 184.0176 0.4354E+13
49.3307 142.0642 45.7368 0.4354E+13
6.6608 139.5853 34.8074 0.4354E+13
163.7994 75.0699 128.3262 0.4354E+13
138.5106 46.0289 77.2259 0.4354E+13
122.8153 55.8805 50.6412 0.4349E+13
190.3513 77.8112 32.2638 0.4349E+13
91.2508 148.0969 42.8186 0.4349E+13
79.4713 85.8439 50.5152 0.4349E+13
104.0464 154.1705 64.7247 0.4349E+13
100.0416 103.9014 45.1288 0.4349E+13
172.7383 9.8041 68.1514 0.4349E+13
27.1314 185.7603 5.4162 0.4349E+13
6.9995 22.5855 165.5774 0.4349E+13
171.0272 181.6146 195.8406 0.4344E+13
195.4868 122.9967 192.3591 0.4344E+13
126.4580 199.2580 108.9580 0.4344E+13
33.1532 162.1337 15.9535 0.4344E+13
149.9728 7.2904 149.5791 0.4344E+13
118.4507 158.5144 70.4272 0.4344E+13
154.6553 167.8008 45.8035 0.4344E+13
128.9944 27.9712 88.4286 0.4344E+13
82.7461 42.6832 122.8153 0.4344E+13
159.4001 191.8880 128.6144 0.4344E+13
61.3923 121.7448 168.7316 0.4339E+13
68.0264 197.2032 171.1830 0.4339E+13
172.0906 81.9996 46.6686 0.4339E+13
14.8172 130.6619 25.2518 0.4339E+13
81.9867 37.8155 74.2360 0.4339E+13
195.5202 113.8343 91.6087 0.4339E+13
183.4718 131.8419 60.3148 0.4339E+13
151.0788 138.0204 69.1833 0.4339E+13
169.5492 158.7469 35.2063 0.4339E+13
125.3545 88.7353 121.5921 0.4334E+13
17.4247 21.6394 67.2259 0.4334E+13
102.2344 114.9711 91.6423 0.4334E+13
187.0244 186.1363 54.4253 0.4334E+13
69.3089 24.7097 52.3996 0.4334E+13
151.9991 173.6483 139.7289 0.4334E+13
75.8828 50.0178 185.2855 0.4334E+13
88.8255 55.0076 156.5275 0.4334E+13
35.3100 172.8495 185.6432 0.4329E+13
54.7358 176.5392 184.0057 0.4329E+13
199.9778 150.9681 152.3394 0.4329E+13
29.5111 150.8965 3.6098 0.4329E+13
162.0728 19.9346 154.1762 0.4329E+13
78.5273 48.7491 48.5985 0.4329E+13
159.3969 189.3615 87.6847 0.4329E+13
63.8646 49.4627 27.3681 0.4329E+13
181.9357 78.1671 92.1163 0.4329E+13
127.8967 171.5901 8.4505 0.4329E+13
95.2374 189.3795 155.5801 0.4329E+13
11.0976 128.3200 142.4261 0.4329E+13
157.1276 184.4561 122.8656 0.4329E+13
57.1186 116.4611 169.5085 0.4324E+13
150.0433 57.3277 192.7632 0.4324E+13
194.9678 62.9302 43.0702 0.4324E+13
165.4192 16.8615 32.1597 0.4324E+13
179.6015 5.3949 39.6113 0.4324E+13
87.5081 179.7325 26.0387 0.4324E+13
62.6917 28.2380 19.7356 0.4324E+13
119.7140 7.8055 66.2046 0.4324E+13
179.8512 188.8334 28.9673 0.4324E+13
25.9906 190.6962 139.1114 0.4324E+13
169.4892 184.7220 199.0988 0.4319E+13
192.2438 118.5649 195.6242 0.4319E+13
111.5265 55.7102 18.8730 0.4319E+13
78.5796 97.1562 76.2030 0.4319E+13
15.9218 104.3139 140.4194 0.4319E+13
68.4919 73.5887 97.6279 0.4319E+13
102.6548 161.7518 24.8999 0.4319E+13
194.6397 115.3389 135.5254 0.4319E+13
82.8739 68.6240 171.8438 0.4319E+13
150.9829 144.9733 157.8226 0.4314E+13
77.0057 147.8433 94.6676 0.4314E+13
69.2190 68.7729 62.6242 0.4314E+13
86.3785 8.1236 62.9345 0.4314E+13
100.9462 127.0167 48.5039 0.4314E+13
156.6745 175.2222 90.9464 0.4314E+13
121.6755 195.5550 58.7102 0.4314E+13
152.6338 97.1096 104.9886 0.4314E+13
25.8045 38.0636 98.7475 0.4314E+13
102.6540 127.2859 11.6102 0.4314E+13
160.2307 135.2746 9.4193 0.4314E+13
36.1906 178.1774 112.7347 0.4314E+13
8.0907 154.9930 109.1701 0.4314E+13
82.8368 44.2837 186.7188 0.4314E+13
184.9884 145.3193 169.6238 0.4308E+13
162.8873 96.5916 180.5483 0.4308E+13
1.6454 160.2106 43.0276 0.4308E+13
150.9307 34.5235 34.3106 0.4308E+13
193.6904 81.1016 113.2718 0.4308E+13
93.2458 87.3858 54.1827 0.4308E+13
22.4394 194.9227 135.8956 0.4308E+13
181.4503 135.0164 134.7958 0.4308E+13
90.0662 134.3132 191.9493 0.4303E+13
31.2463 75.4465 89.6515 0.4303E+13
6.5285 196.4009 75.9367 0.4303E+13
43.5137 134.6088 75.8707 0.4303E+13
68.8628 196.6395 14.3523 0.4303E+13
101.8344 102.9364 58.0365 0.4303E+13
155.5061 107.9373 52.6556 0.4303E+13
154.3152 23.1947 62.0435 0.4303E+13
87.9831 54.1297 139.8480 0.4303E+13
2.3406 82.5935 182.2426 0.4303E+13
142.2647 174.6973 156.6135 0.4298E+13
27.7310 129.9334 179.2599 0.4298E+13
2.6335 142.1519 180.2318 0.4298E+13
67.1948 151.8072 183.1464 0.4298E+13
12.0504 194.0457 50.4342 0.4298E+13
145.0705 38.5822 8.5736 0.4298E+13
80.1548 197.4232 39.3057 0.4298E+13
9.1843 39.8123 33.5436 0.4298E+13
9.0243 77.4476 129.3818 0.4298E+13
167.0785 175.5542 144.0928 0.4298E+13
192.1606 115.8478 164.7504 0.4293E+13
112.7826 163.0811 189.9448 0.4293E+13
196.3285 4.6432 165.4990 0.4293E+13
186.8113 40.4309 166.7463 0.4293E+13
45.6685 94.4070 1.8906 0.4293E+13
152.0055 93.4133 49.6550 0.4293E+13
113.0199 54.9170 86.5340 0.4293E+13
176.7517 140.5550 99.6151 0.4293E+13
21.2549 194.0266 181.3627 0.4288E+13
49.4987 187.1661 186.0901 0.4288E+13
192.8363 77.7778 93.1413 0.4288E+13
180.4417 172.5445 22.2993 0.4288E+13
135.4002 190.7607 8.7125 0.4288E+13
70.8384 40.7565 179.6128 0.4288E+13
188.2027 168.3065 187.3025 0.4283E+13
96.2684 172.6819 193.5820 0.4283E+13
178.9355 28.4461 52.3119 0.4283E+13
104.8354 45.6587 144.0694 0.4283E+13
111.8267 21.5416 125.4142 0.4283E+13
11.9049 85.3213 185.6041 0.4283E+13
134.5005 37.7916 119.2935 0.4278E+13
71.9312 15.3025 52.8140 0.4278E+13
160.5282 118.7532 63.4098 0.4278E+13
41.0514 70.2750 6.0471 0.4278E+13
62.9764 45.5699 7.0830 0.4278E+13
118.6487 94.4092 61.2832 0.4278E+13
64.0510 106.6721 107.3878 0.4278E+13
125.7922 133.8502 1.8210 0.4278E+13
3.0922 135.5155 131.3749 0.4278E+13
26.2013 73.8367 166.6131 0.4278E+13
101.7259 181.9595 159.0391 0.4273E+13
172.5523 16.9177 162.4303 0.4273E+13
62.1691 21.9234 47.0623 0.4273E+13
146.1852 189.8206 95.5248 0.4273E+13
109.9275 113.0886 75.0376 0.4273E+13
191.1231 196.0230 44.1789 0.4273E+13
141.4075 55.7824 110.2579 0.4273E+13
8.7021 82.0019 125.9764 0.4273E+13
61.1246 32.5540 168.7624 0.4273E+13
92.0432 22.6358 197.1101 0.4273E+13
172.4728 53.8232 47.7897 0.4268E+13
178.2105 78.2076 38.2876 0.4268E+13
76.2941 112.7842 25.0591 0.4268E+13
110.7607 69.1023 129.6206 0.4268E+13
40.3038 24.1436 28.9205 0.4268E+13
37.9538 8.6555 29.0518 0.4268E+13
119.6316 94.0670 87.3666 0.4268E+13
141.9572 48.7195 81.0246 0.4268E+13
69.2274 108.6266 99.5218 0.4268E+13
187.2722 118.1285 26.0905 0.4268E+13
26.1840 42.3459 163.0941 0.4268E+13
93.7681 60.7103 178.6286 0.4268E+13
48.2700 16.7631 185.6085 0.4268E+13
87.9183 31.8464 169.1700 0.4268E+13
149.7537 128.8759 156.9171 0.4263E+13
31.9071 105.3653 41.5386 0.4263E+13
17.4500 14.5724 22.6586 0.4263E+13
116.0768 78.1118 72.7022 0.4263E+13
10.6704 86.7540 132.2648 0.4263E+13
